Blockchain,Date,Marketplace,Sales,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
Polygon,2022-12-03,BitKeep,441,280,3099,34,468480.8446,139.6782482,183.1314788,183.1314788,0.924906458
Polygon,2022-12-03,Element,2,2,7,2,6.474345208,0.924906458,0.924906458,0.924906458,0.924906458
Polygon,2022-12-03,NFTKEY,2,2,2,2,72.14270375,36.07135188,36.07135188,69.36798438,2.774719375
Polygon,2022-12-03,Others,1471,576,1240,48,22338.34078,15.17550325,13.87359688,1868.311046,0.924906458
Polygon,2022-12-03,PlayDapp,94,34,1428,4,5130.456124,3.59275639,4.624532292,24.97247438,0.924906458
Polygon,2022-12-03,Seaport,598,295,2618,101,55381.54891,20.97785944,5.54943875,8561.859085,0.924906458
Polygon,2022-12-03,tofuNFT,168,60,2035,17,10561.50685,5.167077714,5.54943875,51.79476167,0.924906458
Solana,2022-12-03,CoralCube,75,62,75,22,3242.778164,43.23704219,20.36987799,316.0101759,0.149708992
Solana,2022-12-03,Exchange.Art,47,38,47,0,6375.116865,135.6407844,29.15718535,2712.296311,1.356148156
Solana,2022-12-03,Hadeswap,1157,376,972,79,129385.0964,110.6801509,40.54882986,3024.210387,0.857772361
Solana,2022-12-03,Hyperspace,98,52,96,27,18719.56503,191.0159697,4.475288914,5899.244477,0.040684445
Solana,2022-12-03,Magic Eden,26943,6259,20944,971,1942928.39,72.11254836,14.23955564,13561.48156,0.000135615
Solana,2022-12-03,OpenSea,34,22,34,19,1900.165497,55.88722049,40.68444467,183.080001,0.447528891
Solana,2022-12-03,Solanart,12,11,12,9,639.4238554,53.28532128,44.07481506,176.2992602,0.813688893
Solana,2022-12-03,Yawww,37,23,5,2,3613.727991,97.66832407,94.9303709,623.8281516,47.46518545
Algorand,2022-12-02,AB2 Gallery,1,1,1,1,0.973243,0.973243,0.973243,0.973243,0.973243
Algorand,2022-12-02,ALGOxNFT,625,201,622,76,5352.393649,8.563829838,8.518309357,243.0676826,0.026764183
Algorand,2022-12-02,Atomic Swaps,18,12,20,1,186.6412432,9.332062161,7.177667125,48.41883925,0.002433108
Algorand,2022-12-02,Nfdomains,20,14,18,0,419.7110438,20.98555219,10.15822381,124.0884825,0.24331075
Algorand,2022-12-02,Rand Gallery,313,127,307,82,10805.6253,34.52276454,7.785944,2433.1075,0.24331075
Algorand,2022-12-02,Shufl,10,5,10,2,1002.44029,100.244029,4.3795935,608.276875,2.67641825
Arbitrum,2022-12-02,NFTX,1,1,9,1,576.909226,64.10102511,64.10102511,64.10102511,64.10102511
Arbitrum,2022-12-02,Others,244,219,239,16,702379.781,2878.60566,101.1944532,185892.9728,1.28202E-06
Arbitrum,2022-12-02,Seaport,1635,1512,1790,58,59725.9691,32.54821204,18.20469113,1205.099272,0.001282021
Arbitrum,2022-12-02,tofuNFT,469,255,452,30,7185.810618,15.32155782,18.58801526,512.8082009,0.012820205
Avalanche,2022-12-02,Element,77,77,22,3,6346.44836,77.39571171,79.55033333,183.8153333,1.189393333
Avalanche,2022-12-02,Nifty Protocol,28,17,28,8,4160.698687,148.5963817,30.73886667,1652.793333,5.869733333
Avalanche,2022-12-02,Others,226,163,329,79,48441.84973,131.994141,20.08066667,1716.279133,0.001544667
Avalanche,2022-12-02,Roostr,18,5,18,1,5637.7244,313.2069111,331.9488667,386.1666667,247.1466667
Avalanche,2022-12-02,Seaport,13,10,32,9,30640.08523,957.5026635,54.06333333,2780.4,0.13902
Avalanche,2022-12-02,chikn,12,5,12,1,19130.69667,1594.224722,1583.283333,1930.833333,1405.646667
BSC,2022-12-02,Element,41,31,152,8,224072.0192,1418.177336,876.4225,2921.408333,292.1408333
BSC,2022-12-02,MarketNG,63,53,62,7,60765.29333,964.5284656,876.4225,6134.9575,292.1408333
BSC,2022-12-02,Nifty Protocol,17,5,17,2,4966.394167,292.1408333,292.1408333,292.1408333,292.1408333
BSC,2022-12-02,Others,63,42,164,23,103125.7142,592.6765182,438.21125,2629.2675,292.1408333
BSC,2022-12-02,Seaport,14,7,16,5,7595.661667,474.7288542,584.2816667,876.4225,292.1408333
Ethereum,2022-12-02,Blur,5340,3488,5056,248,3361470.39,336.4835225,23.87,89450.91,0.13
Ethereum,2022-12-02,Larva Labs,8,5,7,1,815177.51,101897.1888,99655.685,134578.87,85250.78
Ethereum,2022-12-02,LooksRare,335,247,349,85,2819723.53,7343.030026,165.735,1033028,0.13
Ethereum,2022-12-02,NFTX,39,39,119,17,31051.37,246.4394444,27.93,16598,1.99
Ethereum,2022-12-02,OpenSea,29995,15162,12546,925,8667926.59,194.2827881,30,102965.06,0.01
Ethereum,2022-12-02,Rarible,29,26,26,12,3661.594052,126.2618639,51.848552,570.47628,1.2908305
Ethereum,2022-12-02,Sudoswap,292,205,450,40,255419.55,512.8906627,150.22,10874.18,0.05
Ethereum,2022-12-02,X2Y2,1359,979,1256,54,4044512.64,2321.763858,51.075,175154.5,0.51
Flow,2022-12-02,AeraPack,1,1,1,1,1.0405E-05,1.0405E-05,1.0405E-05,1.0405E-05,1.0405E-05
Flow,2022-12-02,ChainmonstersMarketplace,8,3,8,1,262.89,32.86125,0.525,250,0.32
Flow,2022-12-02,FindMarketSale,25,8,25,1,173,6.92,3,95,2
Flow,2022-12-02,FlovatarMarketplace,38,11,37,2,1063.758595,27.99364723,17.56119802,170.1241059,0.548787438
Flow,2022-12-02,MotoGPNFTStorefront,2,2,2,1,5.48777744,2.74388872,2.74388872,4.126148451,1.361628989
Flow,2022-12-02,NFTStorefront,4644,1278,4512,30,77833.8309,16.76008417,4,1500,0.2
Flow,2022-12-02,NFTStorefrontV2,2314,116,344,6,29577,12.78176318,10,1450,1
Flow,2022-12-02,OffersV2,2675,579,2650,1,34264,12.80897196,1,825,1
Flow,2022-12-02,OlympicPinMarket,28,6,28,1,133,4.75,1,31,1
Flow,2022-12-02,StarlyCardMarket,6,2,6,1,7,1.166666667,1,2,1
Flow,2022-12-02,TheFabricantMarketplace,1,1,1,1,20.85392265,20.85392265,20.85392265,20.85392265,20.85392265
Flow,2022-12-02,TopShotMarketV3,3816,892,3745,1,68092,17.84381551,2,4200,1
Flow,2022-12-02,ZeedzMarketplace,8,6,8,1,2292.473312,286.559164,19.21968596,1500,2.195149753
Gnosis,2022-12-02,Others,58,21,55,3,201.2576234,3.246090699,0.989939122,39.99754029,0.099993851
NEAR,2022-12-02,Mintbase,3,2,3,1,4.806802611,1.602267537,1.643052529,1.643052529,1.520697553
NEAR,2022-12-02,Paras,176,103,130,24,3021.199072,17.16590382,0.981077153,288.4081567,0.01971663
Optimism,2022-12-02,quixotic,2359,1819,2533,94,29149.7892,9.055541846,4.2,256.27,0.01
Polygon,2022-12-02,BitKeep,352,257,3764,37,511520.662,129.564504,182.498646,182.498646,0.921710333
Polygon,2022-12-02,NFTKEY,3,1,3,3,20.27762733,6.759209111,1.843420667,17.51249633,0.921710333
Polygon,2022-12-02,Others,3520,2500,1713,122,115536.3903,32.61896959,36.86841333,5957.935595,0.921710333
Polygon,2022-12-02,PlayDapp,105,34,1616,5,6277.76908,3.884758094,4.608551667,64.51972333,0.921710333
Polygon,2022-12-02,Seaport,599,313,1577,97,22121.048,13.8429587,5.530262,552.1044897,0.921710333
Polygon,2022-12-02,tofuNFT,190,64,3364,16,21350.49816,6.07411043,7.373682667,55.30262,0.921710333
Solana,2022-12-02,CoralCube,94,72,94,24,4118.198468,43.810622,4.851722513,985.2131009,0.095655115
Solana,2022-12-02,Exchange.Art,46,36,46,1,12644.61667,274.8829711,35.26284257,6692.466267,1.358876399
Solana,2022-12-02,Hadeswap,1590,484,1272,90,152085.7242,93.41874949,26.85030923,3009.911225,0.991979772
Solana,2022-12-02,Hyperspace,119,64,118,27,18093.23135,152.0439609,13.58876399,1195.811231,0.013588764
Solana,2022-12-02,Magic Eden,23723,6132,19727,997,1828659.083,77.08380401,10.8710112,7541.764017,0.000135888
Solana,2022-12-02,OpenSea,18,10,18,5,1114.659133,61.92550738,9.104471876,788.1483117,0.95121348
Solana,2022-12-02,Solanart,15,13,15,12,2830.879259,188.7252839,27.17752799,1630.651679,0.407662906
Solana,2022-12-02,Yawww,49,25,6,3,4589.197376,93.65708931,105.9923592,237.8033699,1.358876399
Algorand,2022-12-01,AB2 Gallery,4,4,4,2,495.0289399,123.757235,2.165919869,489.4734167,1.223683542
Algorand,2022-12-01,ALGOxNFT,509,134,468,87,3605.018217,7.082550525,2.44981445,489.4736614,0.019578937
Algorand,2022-12-01,Atomic Swaps,4,4,4,1,577.8233684,144.4558421,19.57893667,538.4207583,0.244736708
Algorand,2022-12-01,Nfdomains,27,18,26,0,959.8573701,35.55027297,20.19077844,189.670949,0.244736708
Algorand,2022-12-01,Rand Gallery,377,145,368,67,14298.70596,37.92760203,12.23708015,856.5784792,0.244736708
Algorand,2022-12-01,Shufl,3,3,3,1,95.69205296,31.89735099,36.71050625,54.33154925,4.649997458
Arbitrum,2022-12-01,Others,154,124,153,20,438967.4715,2795.971156,132.2567138,151345.2758,1.28259E-06
Arbitrum,2022-12-01,Seaport,1616,1450,1800,59,108615.8213,57.59057334,16.6723495,3837.500553,0.012825871
Arbitrum,2022-12-01,Zapper,1,1,1,1,38.4776125,38.4776125,38.4776125,38.4776125,38.4776125
Arbitrum,2022-12-01,tofuNFT,479,302,455,27,7479.905169,15.61566841,16.28885596,480.9701563,0.076955225
Avalanche,2022-12-01,Element,62,61,18,3,4216.507264,68.00818167,74.31483333,162.6513333,0.056086667
Avalanche,2022-12-01,FarmLand,8,7,8,1,2773.485667,346.6857083,311.9820833,518.8016667,200.5098333
Avalanche,2022-12-01,Nifty Protocol,42,19,42,12,1385.130482,32.97929719,17.80751667,364.5633333,0.000140217
Avalanche,2022-12-01,Others,273,152,507,73,46569.12178,81.98789045,18.14403667,3855.958333,0.014021667
Avalanche,2022-12-01,Roostr,9,8,9,1,3217.9725,357.5525,336.52,546.845,224.3466667
Avalanche,2022-12-01,Seaport,11,8,12,9,251.1434738,20.92862282,6.30975,168.26,0.140216667
Avalanche,2022-12-01,chikn,9,7,9,1,15486.93083,1720.770093,1584.448333,2790.311667,1261.95
BSC,2022-12-01,Element,43,31,180,5,90308.64667,482.9339394,297.0679167,2079.475417,297.0679167
BSC,2022-12-01,MarketNG,50,34,49,10,24656.63708,493.1327417,297.0679167,1188.271667,297.0679167
BSC,2022-12-01,Nifty Protocol,9,6,9,2,2673.61125,297.0679167,297.0679167,297.0679167,297.0679167
BSC,2022-12-01,Others,59,42,64,24,46639.66292,656.8966608,297.0679167,4456.01875,297.0679167
BSC,2022-12-01,Seaport,12,6,17,3,10100.30917,594.1358333,594.1358333,891.20375,297.0679167
Ethereum,2022-12-01,Blur,4535,3054,5265,288,2978353.28,348.2639476,38.78,83837.1,0.13
Ethereum,2022-12-01,Larva Labs,3,3,3,1,334043.67,111347.89,85467.42,165967.1,82609.15
Ethereum,2022-12-01,LooksRare,470,323,490,147,4030009.45,7825.261068,131.91,1026014.56,0.01
Ethereum,2022-12-01,NFTX,62,60,111,31,27370.03,246.5768468,30.55,4570.13,2.29
Ethereum,2022-12-01,OpenSea,28315,15314,12022,973,10052588.48,235.9541001,30.7,87692.79,0.01
Ethereum,2022-12-01,Rarible,22,22,21,8,4932.599454,224.2090661,58.14839,891.153906,0.43228
Ethereum,2022-12-01,Sudoswap,334,235,599,64,513655.75,800.086838,136.14,9967.03,0.23
Ethereum,2022-12-01,X2Y2,1757,1252,1736,53,4476055.67,1863.470304,33.95,187282.41,0.39
Flow,2022-12-01,AeraPack,1,1,1,1,1.1376E-05,1.1376E-05,1.1376E-05,1.1376E-05,1.1376E-05
Flow,2022-12-01,AniqueMarket,1,1,1,1,14,14,14,14,14
Flow,2022-12-01,ChainmonstersMarketplace,32,3,32,1,22.03203203,0.688501001,0.25025025,11.11111111,0.2002002
Flow,2022-12-01,FindMarketSale,55,22,55,1,216,3.927272727,3,15,2
Flow,2022-12-01,FlovatarMarketplace,31,15,28,2,330.972584,10.67653497,3.892094359,76.72986022,1.334432352
Flow,2022-12-01,MatrixMarketOpenOffer,33,33,1,1,14.31178697,0.433690514,0.433690514,0.433690514,0.433690514
Flow,2022-12-01,MotoGPNFTStorefront,7,3,7,1,10.45592945,1.493704207,0.964048236,4.131635297,0.765041136
Flow,2022-12-01,NFTStorefront,5409,1788,5204,37,120571.8216,22.2909635,5,9500,0.001112027
Flow,2022-12-01,NFTStorefrontV2,2300,139,352,7,27149.72836,11.80422972,10,160,1
Flow,2022-12-01,OffersV2,2234,522,2206,1,25288,11.31960609,1,1700,1
Flow,2022-12-01,OlympicPinMarket,21,6,19,1,61,2.904761905,1,14,1
Flow,2022-12-01,TheFabricantMarketplace,1,1,1,1,25.57662007,25.57662007,25.57662007,25.57662007,25.57662007
Flow,2022-12-01,TopShotMarketV3,3735,967,3656,1,56303,15.07443106,2,1790,1
Flow,2022-12-01,ZeedzMarketplace,2,2,2,1,87.84188718,43.92094359,43.92094359,77.84188718,10
Gnosis,2022-12-01,Others,18,13,18,2,124.5179454,6.917663635,3.743735594,18.99358513,0.099966238
NEAR,2022-12-01,LandToEmpire,4,3,4,1,1.32557922,0.331394805,0.215191432,0.688612582,0.206583775
NEAR,2022-12-01,Mintbase,7,5,7,5,177.5587542,25.36553632,1.721531455,86.07657273,0.017215315
NEAR,2022-12-01,Others,1,1,1,1,17.0431614,17.0431614,17.0431614,17.0431614,17.0431614
NEAR,2022-12-01,Paras,195,109,119,18,2516.30186,12.90411211,0.036634189,170.431614,0.001721531
NEAR,2022-12-01,TradePort,1,1,1,1,13.60009849,13.60009849,13.60009849,13.60009849,13.60009849
Optimism,2022-12-01,quixotic,2531,2010,2277,96,32329.87086,10.50694536,11.61,228.57,0.13
Polygon,2022-12-01,BitKeep,367,238,1694,45,81798.07905,42.84865325,48.96097158,76.67472908,0.923791917
Polygon,2022-12-01,NFTKEY,6,3,6,3,56.35130692,9.391884486,11.54739896,12.93308683,1.847583833
Polygon,2022-12-01,Others,2550,1473,1500,130,70775.3939,27.57124811,14.78067067,2052.665639,0.923791917
Polygon,2022-12-01,PlayDapp,82,30,1310,5,5454.067476,4.163410287,4.618959583,78.52231292,0.923791917
Polygon,2022-12-01,Seaport,727,362,1561,101,42024.21808,26.56398109,4.618959583,923.7919167,0.923791917
Polygon,2022-12-01,tofuNFT,174,78,2823,17,17754.35685,6.244937336,7.390335333,69.28439375,0.923791917
Solana,2022-12-01,CoralCube,53,41,51,14,1073.215046,20.24934049,3.262975716,220.2768486,0.234555036
Solana,2022-12-01,Exchange.Art,13082,56,13082,2,11885.23655,0.908518311,0.029125698,4212.257855,0.029125698
Solana,2022-12-01,Hadeswap,807,393,701,88,104792.8639,127.0216532,70.63831484,3035.303455,0.922291753
Solana,2022-12-01,Hyperspace,95,51,83,22,5285.858246,55.64061312,1.225133821,1376.417199,0.013765549
Solana,2022-12-01,Magic Eden,25718,6149,19468,1013,1846443.131,71.79575125,8.259329128,13765.54855,0.001376555
Solana,2022-12-01,OpenSea,32,20,32,19,1157.47308,36.17103374,2.340143253,688.2774273,0.385435359
Solana,2022-12-01,Solanart,27,17,27,14,1004.836864,37.21618016,16.51865826,344.1387137,0.137655486
Solana,2022-12-01,Yawww,30,19,4,2,3493.8325,116.4610833,108.610178,357.9042622,57.12702647
