Blockchain,Day,Hour,Sales,Marketplaces,Buyers,NFTs,Collections,Volume,PriceAverage,PriceMedian,PriceMax,PriceFloor
BSC,5.Friday,3,26,6,15,25,9,14064.38,540.9376923,292.1408333,1412.527083,282.5054167
Polygon,5.Friday,3,436,13,326,625,78,21720.88782,28.28240602,13.82977313,142.8651017,0.921710333
Arbitrum,5.Friday,3,71,3,65,72,17,3659.515281,50.82660113,17.72329243,1174.003613,0.01276679
Gnosis,5.Friday,3,1,1,1,1,1,45.03402334,45.03402334,45.03402334,45.03402334,45.03402334
Avalanche,5.Friday,4,31,6,26,35,13,1588.88113,42.94273324,29.56492,183.8153333,1.3902
Optimism,5.Friday,4,220,1,206,172,30,2823.59,11.91388186,12.82,85.3,0.13
Arbitrum,5.Friday,4,123,4,111,147,27,32369.13524,220.1981989,17.23516583,26666.02645,0.076600737
Algorand,5.Friday,4,77,4,27,77,15,1203.352649,15.62795648,3.380622235,375.7874526,0.192945425
Solana,5.Friday,4,3718,7,710,3556,232,190368.8617,51.17442518,0.68595545,5693.430236,0.02902744
Flow,5.Friday,4,1594,6,545,1428,13,20820.58972,13.06185052,3,1500,0.822337915
Ethereum,5.Friday,4,2954,7,2142,2764,285,1404921.087,318.8654305,40.445,323392.8,0.01
Polygon,5.Friday,4,532,14,372,1236,90,20874.32773,15.00670577,8.297863875,566.851855,0.921710333
NEAR,5.Friday,4,16,1,11,15,5,203.5465302,12.72165814,9.433012364,51.16817218,0.01971663
BSC,5.Friday,4,19,9,12,105,10,187721.2954,1787.821861,2921.408333,2921.408333,282.5054167
Flow,5.Friday,5,1328,9,438,1166,17,14396.79668,10.84096136,3,689,1
BSC,5.Friday,5,18,7,15,110,10,92093.6875,837.2153409,565.0108333,6134.9575,282.5054167
Solana,5.Friday,5,1959,7,753,1669,221,207294.6076,105.8165429,32.92586161,4525.05841,0.068595545
Optimism,5.Friday,5,335,1,264,244,24,3721.72,10.97852507,12.84,60.35,0.13
Arbitrum,5.Friday,5,73,4,68,83,23,6723.717003,81.00863859,17.36283372,944.1055383,0.076600737
Gnosis,5.Friday,5,1,1,1,1,1,0.100075607,0.100075607,0.100075607,0.100075607,0.100075607
Ethereum,5.Friday,5,2729,7,1986,2857,244,1056688.824,247.8744602,38.35,83460,0.01
Algorand,5.Friday,5,73,3,35,71,19,2050.146586,28.0841998,2.919972311,413.628275,0.026764183
Avalanche,5.Friday,5,47,5,14,47,9,16109.60493,342.7575517,105.21875,1637.346667,15.03125
NEAR,5.Friday,5,10,1,7,10,4,199.0205551,19.90205551,5.14484663,113.6153344,0.01971663
Polygon,5.Friday,5,436,14,300,844,79,17551.57426,18.43652758,7.375879,204.619694,0.921710333
Algorand,5.Friday,6,56,3,22,56,22,651.6978486,11.63746158,4.507195833,91.24153125,0.489054608
Avalanche,5.Friday,6,43,7,30,65,18,7425.347614,112.5052669,35.9246875,435.90625,6.4876
NEAR,5.Friday,6,16,1,11,15,7,241.1129852,15.06956157,2.482058076,96.13605222,0.01971663
Ethereum,5.Friday,6,2277,7,1726,2463,223,1008360.191,289.6754355,34.44,82267.1,0.01
Solana,5.Friday,6,2161,7,753,1855,233,273226.2088,126.4350804,20.38314599,5214.496141,0.088326966
Flow,5.Friday,6,1144,7,395,985,14,13168.12436,11.51059822,4,750,0.757326665
Optimism,5.Friday,6,291,1,255,290,21,3402.943087,9.778572088,12.75,255.57,0.13
Arbitrum,5.Friday,6,92,4,79,106,21,10622.88453,99.27929465,3.846061507,4933.763517,0.075324058
Polygon,5.Friday,6,379,10,280,681,62,12868.13544,17.08915728,5.530262,156.7374288,0.921710333
BSC,5.Friday,6,22,6,19,24,9,11521.83125,480.0763021,428.5758333,876.4225,282.5054167
Polygon,5.Friday,7,366,15,252,966,87,11215.84183,10.87860507,5.530262,145.6736103,0.921710333
Arbitrum,5.Friday,7,160,3,146,168,21,7620.489588,44.82640934,4.679374833,2013.348362,0.075324058
NEAR,5.Friday,7,9,2,7,9,5,143.6722198,15.96357998,6.816920067,94.388124,0.034112115
Optimism,5.Friday,7,328,1,280,286,31,3464.96,9.956781609,12.75,126.19,0.13
BSC,5.Friday,7,30,5,21,31,6,25339.16917,745.2696814,584.2816667,1460.704167,282.5054167
Avalanche,5.Friday,7,24,5,18,30,8,2499.384546,78.10576706,63.8828125,228.475,0.772333333
Algorand,5.Friday,7,44,3,20,44,13,759.779168,17.26770836,8.51587625,145.7431393,1.127024318
Ethereum,5.Friday,7,1965,6,1523,2434,223,1270243.602,406.6080674,36.96,84685.92,0.01
Flow,5.Friday,7,881,5,312,717,13,11575.18384,13.13868768,4,690,1
Solana,5.Friday,7,2212,7,761,1903,206,250703.8769,113.3380999,14.00044998,5014.253914,0.000137191
NEAR,5.Friday,8,2,1,2,2,1,0.563811727,0.281905864,0.281905864,0.544095097,0.01971663
Arbitrum,5.Friday,8,164,4,150,194,31,36646.70173,186.972968,3.333253306,15936.73148,0.075324058
Algorand,5.Friday,8,47,3,17,46,9,637.7790132,13.56976624,0.225585152,169.0198438,0.225585152
Flow,5.Friday,8,843,7,292,682,14,10451.2431,12.39767865,4.004004004,1450,1
Avalanche,5.Friday,8,22,6,21,21,12,1807.269029,78.57691431,35.9246875,386.1666667,1.235733333
BSC,5.Friday,8,12,5,12,12,8,7422.224167,618.5186806,438.21125,1977.537917,282.5054167
Optimism,5.Friday,8,260,1,231,295,34,3614.006694,10.26706447,12.75,127.51,0.01
Polygon,5.Friday,8,365,15,274,1406,77,40297.35003,27.65775569,5.53190925,368.6841333,0.921710333
Solana,5.Friday,8,2429,8,588,1669,207,144322.6711,59.41649695,24.00844076,3346.090686,0.123471981
Ethereum,5.Friday,8,1839,6,1456,2100,228,836401.4864,298.8215385,36.87,83783.94,0.01
Ethereum,5.Friday,9,2004,7,1547,2222,197,905392.7494,287.6088785,32.525,38295.6,0.01
Solana,5.Friday,9,2210,7,571,1843,214,107621.675,48.69759049,6.859554502,3009.911225,0.084250337
Optimism,5.Friday,9,331,1,281,335,31,4875.08,11.44384977,12.77,70.3,0.13
BSC,5.Friday,9,3,3,3,28,3,8443.177917,301.5420685,292.1408333,565.0108333,282.5054167
Gnosis,5.Friday,9,5,2,3,5,1,6.199618745,1.239923749,1.999877015,1.999877015,0.099993851
Polygon,5.Friday,9,368,12,231,1270,59,44907.16686,34.30646819,9.21984875,304.16441,0.921710333
Algorand,5.Friday,9,60,2,25,68,14,1062.535841,15.62552707,5.633994792,563.1741194,0.225585152
Flow,5.Friday,9,851,8,278,685,17,9414.294128,11.0626253,4,1200,0.01
NEAR,5.Friday,9,9,1,6,9,6,186.0585299,20.67316999,13.98342578,83.90055467,0.665186238
Arbitrum,5.Friday,9,206,5,193,213,31,12080.10242,55.66867476,2.119287057,5800.778388,0.01276679
Avalanche,5.Friday,9,25,6,19,36,14,28999.8744,763.1545894,58.32125,2780.4,2.929590625
Gnosis,5.Friday,10,3,1,1,3,1,5.999631044,1.999877015,1.999877015,1.999877015,1.999877015
Avalanche,5.Friday,10,43,7,22,46,14,3565.855796,74.28866242,10.93373125,811.6875,0.1503125
NEAR,5.Friday,10,18,1,10,18,8,569.4775561,31.63764201,2.3597031,288.4081567,0.174792822
Solana,5.Friday,10,1731,7,647,1647,219,134099.6096,77.46944519,10.8710112,4891.81915,0.013588764
Ethereum,5.Friday,10,1707,7,1411,2059,206,881095.4726,334.5085317,38.88,84122.89,0.01
Optimism,5.Friday,10,300,1,259,292,33,4852.93625,13.22325954,12.83,198.82,0.13
Flow,5.Friday,10,928,8,272,762,18,8782.58244,9.463989698,3,500,0.01
Algorand,5.Friday,10,36,3,16,36,12,416.3721545,11.56589318,7.612535361,102.1907583,0.326208421
Polygon,5.Friday,10,370,12,229,800,53,50097.75914,58.32102344,12.90778825,1071.346425,0.921710333
BSC,5.Friday,10,35,8,18,154,13,59730.825,387.8625,282.5054167,2337.126667,282.5054167
Arbitrum,5.Friday,10,190,4,181,194,30,11900.70351,60.40966249,16.83939535,4958.518205,0.01276679
Avalanche,5.Friday,11,37,9,28,52,18,2890.140775,55.57963029,21.5481,202.62125,0.015446667
Optimism,5.Friday,11,303,1,220,344,29,3546.699401,9.140977838,9.29,99.44940125,0.13
Algorand,5.Friday,11,33,3,15,33,12,166.1916063,5.03610928,3.107078278,31.3252364,0.24331075
Gnosis,5.Friday,11,1,1,1,1,1,1.999877015,1.999877015,1.999877015,1.999877015,1.999877015
Flow,5.Friday,11,841,7,316,668,15,9805.997945,11.65992621,4,1225,0.01
Polygon,5.Friday,11,308,16,216,730,58,14465.89953,19.13478774,5.53190925,5957.935595,0.921710333
Ethereum,5.Friday,11,1827,7,1452,2237,198,1046051.191,360.9562424,39.925,95553.63,0.01
BSC,5.Friday,11,10,8,10,17,10,6555.437083,385.6139461,292.1408333,847.51625,282.5054167
NEAR,5.Friday,11,7,2,7,7,6,80.20593654,11.45799093,4.352341273,34.11211479,0.019239233
Arbitrum,5.Friday,11,202,3,188,238,26,12297.32359,51.02623896,11.53818452,2971.929738,0.009940354
Solana,5.Friday,11,1698,8,693,1597,220,137619.4509,81.04796872,15.73599888,5906.830977,0.068595545
Arbitrum,5.Friday,12,237,3,224,241,34,15694.45173,64.58622111,4.743475858,4906.59139,0.075324058
NEAR,5.Friday,12,17,2,13,17,4,535.859167,31.52112747,0.872042102,148.5738989,0.01971663
Gnosis,5.Friday,12,7,2,4,6,2,49.09698071,7.013854387,1.999877015,39.99754029,0.099993851
Flow,5.Friday,12,967,6,357,801,13,14634.99035,15.13442642,4,3950,0.2
Optimism,5.Friday,12,258,1,175,294,29,4359.884733,14.0641443,6.635,193.26,0.13
Avalanche,5.Friday,12,41,8,34,69,16,11081.52926,156.0778769,100.709375,725.9933333,0.13902
Solana,5.Friday,12,1531,5,652,1473,222,113758.1561,74.25467108,6.859554502,5944.489931,0.000135888
BSC,5.Friday,12,34,10,18,41,11,54892.76958,1055.630184,292.1408333,1977.537917,282.5054167
Algorand,5.Friday,12,45,3,31,45,23,864.5757367,19.21279415,6.535433958,124.5112849,0.178710315
Ethereum,5.Friday,12,1983,7,1592,2309,211,1133238.276,374.8720729,38.65,17957.91,0.03
Polygon,5.Friday,12,265,15,191,761,57,43285.93968,55.00119401,7.373682667,442.55274,0.921710333
NEAR,5.Friday,13,25,1,14,25,6,396.0176568,15.84070627,3.411211479,133.0372477,0.019239233
Arbitrum,5.Friday,13,248,7,199,318,35,31338.04483,98.23838503,17.36283372,3710.720009,1.28202E-06
Polygon,5.Friday,13,245,15,166,1049,59,85877.65797,78.85919006,35.946703,2467.418562,0.921710333
Ethereum,5.Friday,13,2249,7,1762,2410,243,4722587.92,1449.98094,44.81,1037528.56,0.01
Solana,5.Friday,13,1901,7,759,1819,248,130407.342,68.59933822,6.859554502,5405.328947,0.068595545
BSC,5.Friday,13,10,5,7,18,5,10674.315,561.8060526,584.2816667,1977.537917,282.5054167
Gnosis,5.Friday,13,7,2,3,7,2,15.31905793,2.188436847,1.999877015,4.999692536,0.099993851
Flow,5.Friday,13,1233,7,424,1069,15,12691.44016,10.29313882,3,845,0.01
Algorand,5.Friday,13,44,4,28,44,15,858.5111897,19.51161795,7.889846306,121.655375,0.178710315
Avalanche,5.Friday,13,27,7,20,58,16,38877.13437,670.2954202,739.0865625,1652.793333,2.5553125
Optimism,5.Friday,13,297,1,230,350,34,6927.99398,18.62363973,12.84,327.44,0.13
Arbitrum,5.Friday,14,201,3,184,282,31,74706.12066,263.0497206,16.06499891,20067.25261,0.010062653
Ethereum,5.Friday,14,2681,6,1972,2453,245,1678580.11,428.8656387,58.185,89380.9,0.01
BSC,5.Friday,14,13,7,13,13,9,11056.25292,850.4809936,292.1408333,1977.537917,282.5054167
Polygon,5.Friday,14,237,11,179,609,55,39469.091,62.64935079,9.21984875,828.8644026,0.921710333
Avalanche,5.Friday,14,35,7,24,54,16,11647.46308,215.6937607,52.609375,1716.279133,1.0521875
NEAR,5.Friday,14,30,2,17,28,11,372.4810903,12.41603634,3.420831095,76.75225827,0.019239233
Solana,5.Friday,14,2437,8,874,2067,279,222122.5489,91.14589614,10.8710112,6794.381997,0.084250337
Optimism,5.Friday,14,209,1,155,252,38,2929.929254,10.73234159,4.96,187.03,0.18
Flow,5.Friday,14,1479,7,576,1313,16,20274.82895,13.70847123,4,1016,1
Algorand,5.Friday,14,51,3,29,51,17,1683.017623,33.00034556,3.380622235,490.207126,0.178710315
Ethereum,5.Friday,15,3089,7,2269,2567,256,3211243.744,707.7901134,38.18,252846,0.01
Flow,5.Friday,15,1381,9,524,1210,20,21000.50753,15.2067397,3,1650,0.01
Solana,5.Friday,15,2235,8,861,2052,277,157267.2007,70.3656379,6.859554502,6794.381997,0.096033763
BSC,5.Friday,15,17,12,18,40,15,28417.8225,660.879593,584.2816667,2044.985833,282.5054167
NEAR,5.Friday,15,34,1,14,34,8,335.2981648,9.861710729,4.519855209,131.0946167,0.03629529
Avalanche,5.Friday,15,75,9,66,74,34,3601.578854,48.02105139,16.534375,463.4,0.000150313
Algorand,5.Friday,15,52,5,35,51,17,1039.100204,19.98269624,4.3795935,364.7228143,0.178710315
Polygon,5.Friday,15,361,12,196,1387,59,97468.81965,69.4717175,9.21984875,1257.58737,0.921710333
Optimism,5.Friday,15,177,1,131,168,31,2165.84,11.77086957,12.75,109.82,0.13
Arbitrum,5.Friday,15,211,4,190,240,37,104744.289,422.356004,17.22239904,63620.09472,0.076600737
Gnosis,5.Friday,15,8,2,5,11,2,44.79724513,3.73310376,0.099993851,24.99846268,0.099993851
BSC,5.Friday,16,14,6,13,23,7,14218.54667,618.1976812,292.1408333,2629.2675,282.5054167
Flow,5.Friday,16,1405,9,540,1239,19,28290.1911,20.13536733,4,5000,9.8475E-06
Arbitrum,5.Friday,16,248,5,205,258,36,409384.8068,1494.105134,17.29899977,185892.9728,0.075324058
Ethereum,5.Friday,16,2411,7,1731,2526,196,5899107.396,1611.337721,47.6,1033028,0.01
Algorand,5.Friday,16,74,4,43,73,21,1155.44147,15.61407392,4.62290425,355.7203165,0.178710315
NEAR,5.Friday,16,20,2,10,20,8,337.6371529,16.88185765,3.027132527,73.34104679,0.01971663
Gnosis,5.Friday,16,11,2,8,6,2,68.46578959,6.22416269,0.199987702,15.76903026,0.099993851
Polygon,5.Friday,16,236,12,128,856,48,41791.02393,48.09093663,6.453894125,1396.807086,0.921710333
Optimism,5.Friday,16,147,1,96,153,33,1648.626393,10.5681179,4.98,191.78,0.13
Avalanche,5.Friday,16,112,12,81,137,41,10156.32477,65.10464594,15.44666667,1578.28125,0.01503125
Solana,5.Friday,16,2386,8,851,2266,282,176868.5827,74.12765412,6.996745592,5556.239146,0.068595545
Algorand,5.Friday,17,77,3,39,77,31,2521.891049,32.75183181,12.1655375,631.0074167,0.178710315
NEAR,5.Friday,17,18,1,10,17,3,90.22599377,5.012555209,0.957322389,65.54730833,0.01971663
Optimism,5.Friday,17,131,1,107,161,30,2580.644038,15.6402669,12.83,127.15,0.18
Avalanche,5.Friday,17,84,9,75,83,32,1479.873586,16.44303984,10.63385781,180.2246875,0.000150313
Polygon,5.Friday,17,295,17,170,1221,54,12957.25766,10.52579826,4.609924375,1005.885499,0.921710333
Arbitrum,5.Friday,17,177,5,135,277,29,61023.06965,214.1160339,19.23030753,933.0097435,0.001282021
Flow,5.Friday,17,1525,7,576,1354,19,20891.58573,13.69940048,3,825,1.01045E-05
Solana,5.Friday,17,1986,8,807,1884,270,197000.8541,99.09499701,13.10033293,5487.643601,0.093762472
Ethereum,5.Friday,17,3216,8,2327,3409,248,1517112.694,298.2919177,27.535,112892.56,0.01
BSC,5.Friday,17,16,9,13,16,12,9525.0225,560.2954412,292.1408333,1977.537917,282.5054167
Gnosis,5.Friday,17,6,1,1,6,1,1.349916985,0.224986164,0.244984934,0.259984012,0.159990161
Ethereum,5.Friday,18,3907,7,2753,3945,288,1978101.181,317.4103307,38.14,231396.62,0.01
Solana,5.Friday,18,2382,8,885,2315,281,232334.2598,97.53747265,6.859554502,6454.662897,0.096033763
Avalanche,5.Friday,18,79,11,68,105,47,22481.27153,212.0874672,22.8584375,5862.1875,0.1503125
Arbitrum,5.Friday,18,163,4,125,161,23,3502.348114,19.78727748,12.82020502,527.3786007,0.075324058
Algorand,5.Friday,18,43,4,23,43,14,1457.352106,33.89190944,9.73243,608.276875,0.002433108
BSC,5.Friday,18,9,3,9,9,5,5219.993333,579.9992593,292.1408333,1168.563333,282.5054167
Polygon,5.Friday,18,249,14,172,877,49,12602.92081,14.14469227,5.530262,3911.05984,0.921710333
NEAR,5.Friday,18,17,1,15,9,3,291.9419802,17.17305766,0.01971663,117.686796,0.01971663
Flow,5.Friday,18,2272,8,749,2070,18,19785.9241,8.708593352,3,700,1.0405E-05
Optimism,5.Friday,18,124,1,90,134,28,1958.201205,14.29343945,10.15,256.27,0.13
Arbitrum,5.Friday,19,159,3,129,157,24,6258.377445,38.8719096,19.07517023,987.1557867,0.079154095
Flow,5.Friday,19,1534,8,577,1357,23,16303.9902,10.62841604,3,685,9.17935E-06
Avalanche,5.Friday,19,59,10,49,65,35,11590.80331,165.5829045,13.308125,1490.603333,0.01503125
Ethereum,5.Friday,19,3113,7,2249,3144,244,1683745.485,357.5590328,35.99,30375.6,0.01
Optimism,5.Friday,19,125,1,80,126,27,1426.858797,10.72826163,2.34,104.42,0.13
Algorand,5.Friday,19,95,3,38,93,19,1544.310082,16.2558956,7.436873125,202.5984527,0.219222986
NEAR,5.Friday,19,24,2,18,12,4,73.98212826,3.082588677,0.01971663,17.47928222,0.01971663
Gnosis,5.Friday,19,4,1,3,4,1,5.253192701,1.313298175,1.435770203,2.201663363,0.179988931
Polygon,5.Friday,19,234,14,154,1251,50,10267.55104,8.168298364,7.373682667,184.3420667,0.921710333
Solana,5.Friday,19,3870,7,940,3763,273,224787.2005,58.00960012,0.924035952,5163.59443,0.02902744
BSC,5.Friday,19,11,4,11,39,4,41991.19667,1076.69735,1168.563333,1168.563333,282.5054167
Solana,5.Friday,20,4565,8,954,4360,291,208101.4486,45.32813082,0.410201359,5350.31532,0.013588764
Flow,5.Friday,20,1319,7,561,1152,19,20084.80935,15.22730049,3.003003003,825,0.647569177
Arbitrum,5.Friday,20,130,4,106,134,30,5038.817814,36.51317257,17.35006693,1616.319871,0.001282021
BSC,5.Friday,20,14,8,13,34,8,20645.645,607.2248529,584.2816667,1168.563333,282.5054167
Polygon,5.Friday,20,187,15,131,787,37,5388.405839,6.838078476,6.451972333,115.2137917,0.921710333
Avalanche,5.Friday,20,80,13,51,168,32,13761.99757,76.882668,7.89140625,1930.833333,0.1503125
Gnosis,5.Friday,20,1,1,1,1,1,1.100831682,1.100831682,1.100831682,1.100831682,1.100831682
Ethereum,5.Friday,20,2877,7,2039,3223,234,1180582.645,260.8445968,28.35,81505.11,0.01
NEAR,5.Friday,20,14,3,9,14,6,164.2890372,11.73493123,1.224943574,71.66505711,0.017056057
Algorand,5.Friday,20,250,5,86,250,24,2985.625623,11.94250249,8.518309357,354.9418972,0.002433108
Optimism,5.Friday,20,106,1,65,104,20,1051.21,9.917075472,4.445,91.24,0.13
BSC,5.Friday,21,13,7,13,13,9,9290.694167,663.6210119,584.2816667,1168.563333,282.5054167
Solana,5.Friday,21,2858,7,960,2700,289,178676.9954,62.51819293,6.036407962,5122.964026,0.013588764
Flow,5.Friday,21,1773,6,597,1596,17,18684.96091,10.53861303,3,690,0.01
Optimism,5.Friday,21,109,1,68,107,23,1473.9,13.52201835,8.24,88.14,0.21
Polygon,5.Friday,21,262,18,145,1229,46,10450.43205,8.441382918,5.530262,212.0565213,0.921710333
Arbitrum,5.Friday,21,123,3,104,116,22,2269.637098,18.15709679,18.58929728,474.3475858,0.079485271
Ethereum,5.Friday,21,3487,7,2420,3239,327,2022790.283,394.1524323,30.035,679941,0.1
NEAR,5.Friday,21,15,1,7,11,2,28.74641472,1.916427648,1.705605739,5.969620087,0.01971663
Algorand,5.Friday,21,98,4,42,98,29,3820.479838,38.98448814,7.2993225,2433.1075,0.225359792
Avalanche,5.Friday,21,54,7,40,140,20,5554.82565,38.84493461,16.6846875,926.8,0.07515625
Avalanche,5.Friday,22,71,11,55,90,34,5496.162513,57.85434225,23.43221563,901.7246875,0.001544667
Solana,5.Friday,22,3032,7,1075,2855,299,285974.1016,94.3186351,12.77343816,35024.88529,0.08696809
BSC,5.Friday,22,13,5,8,26,7,10343.6325,397.8320192,282.5054167,2044.985833,282.5054167
Arbitrum,5.Friday,22,102,4,84,102,29,1848.371703,17.4374689,17.23516583,474.3475858,0.079485271
Ethereum,5.Friday,22,3759,8,2652,3211,304,2294823.899,425.2824127,30.11,172491.35,0.01
Optimism,5.Friday,22,112,1,98,94,23,2097.510316,17.62613711,13.18,105.85,0.2
Algorand,5.Friday,22,144,4,53,146,23,2339.85007,16.02637034,7.889846306,354.0171413,0.178710315
NEAR,5.Friday,22,5,1,5,5,2,280.3851702,56.07703405,17.07529663,138.0863296,0.01971663
Flow,5.Friday,22,1396,8,502,1227,19,36620.79119,26.23265845,3,12000,9.7447E-06
Polygon,5.Friday,22,236,15,118,1091,43,62102.30712,53.95508872,8.297863875,212.0565213,0.921710333
Gnosis,5.Friday,22,3,1,2,3,1,2.179865946,0.726621982,0.979939737,0.999938507,0.199987702
Arbitrum,5.Friday,23,122,4,95,131,26,3614.132467,27.37979142,18.75441378,510.0497553,0.079485271
Optimism,5.Friday,23,89,1,70,92,20,1737.39,17.91123711,12.9,97.68,0.32
Gnosis,5.Friday,23,3,1,1,3,1,0.899944657,0.299981552,0.299981552,0.299981552,0.299981552
Algorand,5.Friday,23,63,2,42,63,24,2652.715288,42.10659187,3.64966125,1081.272973,0.178710315
Ethereum,5.Friday,23,3353,7,2389,3004,304,2145163.179,436.7188883,31.6,175718.24,0.01
Flow,5.Friday,23,1085,6,427,925,20,12684.60029,11.69087585,3,647,0.5
NEAR,5.Friday,23,17,1,9,16,7,266.4864183,15.67567167,4.264014348,106.6236216,0.01971663
Solana,5.Friday,23,2353,7,901,2195,280,204479.0766,86.90143503,14.94764039,7541.764017,0.001358876
BSC,5.Friday,23,16,4,8,16,5,9165.43375,572.8396094,282.5054167,2542.54875,282.5054167
Polygon,5.Friday,23,102,9,83,537,27,40598.84712,75.18305023,12.90572919,202.8366725,0.921710333
Avalanche,5.Friday,23,49,9,42,55,29,4433.186229,76.43424532,33.81956094,509.74,0.28559375
Ethereum,6.Saturday,0,3139,7,2258,3125,259,3945975.28,804.4801794,25.82,256581.98,0.01
Gnosis,6.Saturday,0,3,1,1,3,1,1.99983472,0.666611573,0.299974445,1.499877312,0.199982963
NEAR,6.Saturday,0,7,1,4,7,2,1318.179324,188.311332,3.433918169,1280.497309,0.01925868
BSC,6.Saturday,0,8,4,5,8,5,2597.7825,324.7228125,289.90625,579.8125,286.115
Avalanche,6.Saturday,0,56,7,47,70,23,8930.927638,124.0406616,33.68116875,481.1222917,0.265495167
Solana,6.Saturday,0,3400,7,1171,2853,267,155618.085,45.770025,16.27377787,9542.773694,0.067807408
Polygon,6.Saturday,0,157,11,111,1049,31,75926.11319,71.62840867,13.41114365,328.3417927,0.9088115
Flow,6.Saturday,0,1101,6,427,934,15,13776.0146,12.51227484,4,600,0.2
Algorand,6.Saturday,0,135,2,55,135,23,3469.147565,25.69738937,2.421387719,458.8845,0.084663906
Optimism,6.Saturday,0,96,1,85,96,20,1279.06,12.06660377,12.64,147.17,0.38
Arbitrum,6.Saturday,0,65,3,51,72,15,26026.05406,361.4729731,18.99063554,24117.43383,0.076068018
BSC,6.Saturday,1,26,6,14,42,7,34722.27875,771.6061944,289.90625,2288.92,286.115
Optimism,6.Saturday,1,143,1,110,119,18,1643.81,10.81453947,12.67,54.59,0.25
Algorand,6.Saturday,1,93,4,35,92,24,1992.363018,21.42325826,6.8832675,509.8206795,0.22944225
Flow,6.Saturday,1,1088,6,412,925,18,46795.14673,43.01024516,4,31500,1
Polygon,6.Saturday,1,224,12,126,1234,32,83974.69305,66.91210602,8.1793035,305.2191313,0.9088115
Solana,6.Saturday,1,3768,6,1048,3459,235,122611.9868,32.54033621,7.187585225,5453.01354,0.067807408
NEAR,6.Saturday,1,10,2,7,8,4,69.13585212,6.913585212,1.991822674,52.07355722,0.019283313
Ethereum,6.Saturday,1,3206,6,2165,2712,256,1190929.41,268.8328239,35.49,82575.8,0.01
Gnosis,6.Saturday,1,3,1,1,3,1,1.327886876,0.442628959,0.249978704,0.889924186,0.187983985
Avalanche,6.Saturday,1,61,11,51,63,28,5533.274624,82.58618841,34.45788333,1412.208333,0.141220833
Arbitrum,6.Saturday,1,108,4,74,109,23,2682.526418,23.53093349,20.27376936,117.3442454,0.074800217
Optimism,6.Saturday,2,192,1,183,173,26,2932.73,14.03220096,12.89,164.28,0.13
Solana,6.Saturday,2,2381,8,728,2028,219,145568.5874,61.13758394,9.221807459,5735.070665,0.013632534
Arbitrum,6.Saturday,2,102,3,83,101,14,15368.8161,149.2118068,19.82097363,12366.63411,0.126780029
Avalanche,6.Saturday,2,55,9,37,164,23,154398.5197,930.1115646,1214.075504,1771.191692,0.141220833
Algorand,6.Saturday,2,72,3,35,72,16,944.5239996,13.11838888,3.441863192,144.8962281,0.442823671
Flow,6.Saturday,2,1161,7,425,985,18,13930.0641,11.99833256,4,1199,0.2
NEAR,6.Saturday,2,5,1,4,5,4,63.27620142,12.65524028,13.65901365,18.0976953,1.726588424
BSC,6.Saturday,2,16,6,11,27,8,10951.98625,405.6291204,289.90625,1430.575,286.115
Ethereum,6.Saturday,2,3301,7,2279,3336,270,1586691.325,301.2514381,24.9,90749.13,0.01
Polygon,6.Saturday,2,300,16,193,1204,44,36886.77688,30.21030048,7.399251667,360.7135188,0.9088115
Gnosis,6.Saturday,3,1,1,1,1,1,0.099991821,0.099991821,0.099991821,0.099991821,0.099991821
Flow,6.Saturday,3,952,9,357,791,18,14826.86818,15.57444137,5,649,9.32066E-06
BSC,6.Saturday,3,12,5,8,37,7,109078.0575,2948.055608,289.90625,6580.645,286.115
Arbitrum,6.Saturday,3,84,2,77,102,17,6477.171205,61.68734481,19.00466583,2550.834309,0.074800217
Solana,6.Saturday,3,1936,6,679,1804,214,175283.6988,90.53910063,14.10394082,7497.893617,0.013632534
Optimism,6.Saturday,3,306,1,261,269,26,3833.37,11.17600583,12.65,127.79,0.25
NEAR,6.Saturday,3,23,1,9,22,5,144.7142339,6.291923212,5.975654107,29.06173118,0.019283313
Avalanche,6.Saturday,3,31,7,26,58,15,9722.292527,164.7846191,214.5144458,1511.062917,0.141220833
Polygon,6.Saturday,3,286,9,179,1293,36,26653.67605,20.42427284,7.270492,99.0604535,0.9088115
Ethereum,6.Saturday,3,2861,8,2118,3300,244,2104448.38,443.0417642,25.78,100161.52,0.13
Algorand,6.Saturday,3,65,3,31,65,13,1749.762041,26.91941601,2.421387719,483.79375,0.084663906
Ethereum,6.Saturday,4,2532,8,1937,2847,241,2405300.002,609.3995446,38.62,164968.7,0.01
BSC,6.Saturday,4,46,9,28,143,11,73236.335,501.6187329,289.90625,2002.805,286.115
Optimism,6.Saturday,4,219,1,175,225,17,2614.28,9.303487544,6.98,69.79,0.39
Gnosis,6.Saturday,4,5,1,4,5,1,165.0359411,33.00718821,1.999829632,110.9905446,0.199983642
Algorand,6.Saturday,4,82,2,28,82,19,612.8482247,7.473758837,2.421387719,98.6601675,0.459113942
Arbitrum,6.Saturday,4,88,4,72,90,22,2010.965726,21.62328738,17.242084,743.5529744,0.074800217
Polygon,6.Saturday,4,288,15,165,798,48,7028.832116,8.677570514,6.474345208,166.4831625,0.9088115
NEAR,6.Saturday,4,6,1,5,6,4,130.0209319,21.67015532,11.09764334,64.8785303,0.019283313
