Blockchain,Day,Hour,Transfers,Users,Volume,AmountAverage,AmountMedian
Gnosis,7.Sunday,22,65,41,12101.14851,98.38332125,0.38748
Optimism,7.Sunday,22,4684,1301,166518287.7,13922.93376,21.21
Polygon,7.Sunday,22,13702,2635,17166214.77,842.6790424,1.057147
Osmosis,7.Sunday,23,64,26,1127828.835,17351.21284,259.880568
Arbitrum,7.Sunday,23,3486,1245,10421107.21,2031.404914,73.2214775
Ethereum,7.Sunday,23,3169,1735,957847062.1,231364.0247,705.808779
Avalanche,7.Sunday,23,1220,456,19641065.59,9326.241968,135.487176
BSC,7.Sunday,23,865,411,2837825.598,1819.118973,31
Gnosis,7.Sunday,23,26,28,5395.745319,131.6035444,19.527079
Optimism,7.Sunday,23,4178,1080,185060327,14451.06411,22
Polygon,7.Sunday,23,13923,2436,22464533.19,1098.187974,2.30189
Algorand,7.Sunday,23,2521,127,255342.9383,100.0560103,0.4828535
NEAR,7.Sunday,23,13,6,180.372706,13.87482354,18.482201
Solana,7.Sunday,23,20412,1995,11526929.05,329.9536009,3
Axelar,7.Sunday,23,37,31,1058311.753,28603.02035,547.471725
Flow,7.Sunday,23,14,10,20222.94155,1123.496753,347
