Blockchain,Day,Hour,Blocks,Transactions,Users,Fees
Osmosis,6.Saturday,17,1027,19965,2195,95.22314963
Solana,6.Saturday,17,15316,1957880,15006,157.1393115
NEAR,6.Saturday,18,6048,33647,5817,111.7305612
Cosmos,6.Saturday,18,1064,5916,2455,191.0263599
Optimism,6.Saturday,18,28459,28459,5195,2784.332047
BSC,6.Saturday,18,2340,236064,99797,46066.15143
Flow,6.Saturday,18,5199,32728,93,0.490086493
Solana,6.Saturday,18,15632,1961505,14674,154.9255518
Avalanche,6.Saturday,18,3528,10877,3349,881.6267737
Ethereum,6.Saturday,18,595,83496,41153,176450.8503
Osmosis,6.Saturday,18,1224,15407,2144,70.66395507
Axelar,6.Saturday,18,532,10011,827,39.94792656
Polygon,6.Saturday,18,3100,248768,50451,2227.03138
Algorand,6.Saturday,18,1931,87004,3177,25.19239878
Gnosis,6.Saturday,18,2340,236064,99797,159.7956789
Arbitrum,6.Saturday,18,23114,51713,6860,1952.899857
Cosmos,6.Saturday,19,1042,4352,2056,127.2533864
Axelar,6.Saturday,19,472,9959,589,37.2544833
Flow,6.Saturday,19,5087,30085,84,0.429886221
Polygon,6.Saturday,19,3249,225988,44775,1877.574088
Arbitrum,6.Saturday,19,21237,46551,5823,1669.29521
Optimism,6.Saturday,19,23695,23695,4101,2296.048011
BSC,6.Saturday,19,2351,209068,93040,37611.10338
Ethereum,6.Saturday,19,596,82925,40377,176253.0333
Solana,6.Saturday,19,15573,1943212,14737,157.9425812
Osmosis,6.Saturday,19,1225,9624,1693,46.53035676
NEAR,6.Saturday,19,5985,32487,5783,107.6941657
Gnosis,6.Saturday,19,2351,209068,93040,130.4756488
Avalanche,6.Saturday,19,3519,10710,3125,976.5199342
Algorand,6.Saturday,19,1943,60560,2519,19.28161486
Ethereum,6.Saturday,20,599,95562,56571,231203.4995
Gnosis,6.Saturday,20,2386,177487,78817,108.8220991
Solana,6.Saturday,20,15498,1932436,13419,156.4443433
Arbitrum,6.Saturday,20,19660,42520,5433,1540.717169
Polygon,6.Saturday,20,3204,204367,39484,1689.992688
BSC,6.Saturday,20,2386,177487,78817,31361.73742
Algorand,6.Saturday,20,1942,97530,2461,27.51955141
Flow,6.Saturday,20,5020,27135,74,0.366722336
Avalanche,6.Saturday,20,3511,9630,2955,859.9023925
Osmosis,6.Saturday,20,1218,7686,1447,49.21247944
Axelar,6.Saturday,20,449,8884,460,33.96406095
Optimism,6.Saturday,20,20316,20316,3738,2520.080386
Cosmos,6.Saturday,20,971,3652,1779,102.6583342
NEAR,6.Saturday,20,5990,31088,5273,103.7297263
Gnosis,6.Saturday,21,2302,165065,68195,107.2582661
Cosmos,6.Saturday,21,990,3701,1808,107.9733544
Osmosis,6.Saturday,21,1201,6736,1353,43.37005231
Avalanche,6.Saturday,21,3532,12329,3262,1211.543755
Arbitrum,6.Saturday,21,19019,41264,5185,1649.683544
Optimism,6.Saturday,21,21247,21247,3873,2107.139433
Ethereum,6.Saturday,21,600,79655,38096,179111.9705
Algorand,6.Saturday,21,1939,64333,2576,20.75977007
Axelar,6.Saturday,21,302,4411,306,23.95218861
Solana,6.Saturday,21,15697,1991140,13735,178.0556646
NEAR,6.Saturday,21,6031,27923,5099,92.83858093
Flow,6.Saturday,21,5063,26718,90,0.34198513
Polygon,6.Saturday,21,3105,209116,40267,2283.810118
BSC,6.Saturday,21,2302,165065,68195,30901.96638
Axelar,6.Saturday,22,436,3914,319,23.89893494
Avalanche,6.Saturday,22,3508,10589,2985,1645.75572
Osmosis,6.Saturday,22,1184,6582,1056,35.59180694
Gnosis,6.Saturday,22,2368,152563,62524,100.5222522
Flow,6.Saturday,22,5112,28102,85,0.366773496
Algorand,6.Saturday,22,1931,61723,2279,20.39785553
BSC,6.Saturday,22,2368,152563,62524,28967.06904
Solana,6.Saturday,22,15440,2196173,12686,196.3444449
Polygon,6.Saturday,22,3389,210309,41890,2619.627404
Arbitrum,6.Saturday,22,17589,38381,4840,1482.492648
Optimism,6.Saturday,22,20060,20060,3252,1905.659682
Cosmos,6.Saturday,22,976,3395,1634,98.10266222
Ethereum,6.Saturday,22,596,75110,35078,184456.809
NEAR,6.Saturday,22,5964,26797,4177,91.48571639
Axelar,6.Saturday,23,528,3675,284,31.73732499
Solana,6.Saturday,23,15330,2106665,11773,162.9156739
Ethereum,6.Saturday,23,597,69374,33232,165616.0171
Flow,6.Saturday,23,5063,27066,83,0.347427893
Arbitrum,6.Saturday,23,16178,34777,4154,1294.209759
Osmosis,6.Saturday,23,1174,4770,1107,23.39759178
Avalanche,6.Saturday,23,3425,8195,2514,765.4002958
Algorand,6.Saturday,23,1933,63848,2042,20.06669672
BSC,6.Saturday,23,2344,144043,59489,28638.75844
Optimism,6.Saturday,23,17190,17190,3122,1519.270905
Cosmos,6.Saturday,23,936,2731,1383,84.32282264
Gnosis,6.Saturday,23,2344,144043,59489,99.38228902
NEAR,6.Saturday,23,5925,25537,3410,81.02318717
Polygon,6.Saturday,23,3448,208522,42952,1930.778421
Flow,7.Sunday,0,5080,27716,76,0.384280438
NEAR,7.Sunday,0,5852,21534,2866,66.49930375
Algorand,7.Sunday,0,1929,60851,2376,18.60673724
Solana,7.Sunday,0,15356,2166125,11204,176.8609142
BSC,7.Sunday,0,2351,197778,90810,35226.8273
Optimism,7.Sunday,0,15972,15972,2979,1486.491505
Gnosis,7.Sunday,0,2351,197778,90810,121.6695931
Polygon,7.Sunday,0,3287,231005,50073,2165.773631
Ethereum,7.Sunday,0,597,71202,35694,167467.1826
Axelar,7.Sunday,0,324,1664,184,15.44126904
Arbitrum,7.Sunday,0,15279,31953,3921,1068.681239
Avalanche,7.Sunday,0,3485,9249,2441,1118.564579
Cosmos,7.Sunday,0,891,2658,1269,78.4858987
Osmosis,7.Sunday,0,1145,4320,976,39.72867892
Avalanche,7.Sunday,1,3411,8096,2203,1041.254782
NEAR,7.Sunday,1,5619,19253,2376,59.58174376
Osmosis,7.Sunday,1,1121,3629,944,20.20072704
Ethereum,7.Sunday,1,596,71034,37120,160987.464
Axelar,7.Sunday,1,4,6,4,0.007640464
Cosmos,7.Sunday,1,857,2271,1102,65.39794688
Arbitrum,7.Sunday,1,14018,29485,3862,1000.348896
Optimism,7.Sunday,1,17830,17830,3484,1673.363874
Algorand,7.Sunday,1,1939,58301,2229,18.00860596
Gnosis,7.Sunday,1,2364,221329,100869,127.1501357
BSC,7.Sunday,1,2364,221329,100869,36823.30463
Polygon,7.Sunday,1,3434,229687,47567,2381.982134
Solana,7.Sunday,1,15476,2107228,10188,167.5231982
Flow,7.Sunday,1,5073,27520,85,0.378486759
Arbitrum,7.Sunday,2,14823,30735,4204,983.5971857
Ethereum,7.Sunday,2,596,70469,36962,158288.9452
NEAR,7.Sunday,2,5690,19142,2038,58.2848999
Polygon,7.Sunday,2,3469,274557,59934,1960.602655
Axelar,7.Sunday,2,165,1441,171,10.7881252
Osmosis,7.Sunday,2,1136,4027,858,115.9206286
Gnosis,7.Sunday,2,2335,254008,112947,167.0353861
Flow,7.Sunday,2,5114,28654,68,0.423372942
Algorand,7.Sunday,2,1928,63999,2494,19.40860166
Avalanche,7.Sunday,2,3338,6909,2266,678.0279598
BSC,7.Sunday,2,2335,254008,112947,48373.71173
Optimism,7.Sunday,2,24218,24218,3986,2239.895426
Cosmos,7.Sunday,2,887,2293,1165,70.9675493
Solana,7.Sunday,2,15490,2126701,10097,164.5299068
Axelar,7.Sunday,3,163,1975,185,16.18291258
Solana,7.Sunday,3,15594,1949913,10048,151.8205145
Arbitrum,7.Sunday,3,17434,38126,5531,1247.595557
Polygon,7.Sunday,3,3417,257132,55955,1917.637898
Cosmos,7.Sunday,3,894,2527,1337,68.6022559
Flow,7.Sunday,3,5149,34605,87,0.504110143
BSC,7.Sunday,3,2335,256108,114584,43066.90653
Gnosis,7.Sunday,3,2335,256108,114584,148.774998
Avalanche,7.Sunday,3,3402,7548,2312,790.0297511
Osmosis,7.Sunday,3,1136,3573,671,15.3883737
Ethereum,7.Sunday,3,593,68803,36690,158124.5834
Optimism,7.Sunday,3,26798,26798,4662,2452.66848
NEAR,7.Sunday,3,5630,17876,1934,56.99488188
Algorand,7.Sunday,3,1928,65240,2592,19.91806106
Cosmos,7.Sunday,4,884,2281,1251,61.97131149
Algorand,7.Sunday,4,1929,58612,2914,17.98071404
Axelar,7.Sunday,4,180,1657,176,14.25528796
Arbitrum,7.Sunday,4,18056,38598,5177,1211.821947
Gnosis,7.Sunday,4,2357,253075,114738,150.9027528
Polygon,7.Sunday,4,3318,238189,51625,2837.31014
BSC,7.Sunday,4,2357,253075,114738,43687.38816
Flow,7.Sunday,4,5118,41068,82,0.582376738
Optimism,7.Sunday,4,25751,25751,4571,2447.861939
Solana,7.Sunday,4,15618,1942764,9759,153.3453943
Osmosis,7.Sunday,4,1060,3438,630,14.31958986
NEAR,7.Sunday,4,5702,18314,2062,51.68411865
Ethereum,7.Sunday,4,597,66916,35636,182835.0134
Avalanche,7.Sunday,4,3421,7788,2205,685.7400222
Polygon,7.Sunday,5,3302,238278,50156,2091.641217
Osmosis,7.Sunday,5,1097,3658,682,17.26592713
Flow,7.Sunday,5,5092,40803,87,0.579689249
Solana,7.Sunday,5,15684,1921124,9412,150.0679336
Cosmos,7.Sunday,5,861,2523,1455,68.49769843
Algorand,7.Sunday,5,1931,58151,2677,18.23825391
Gnosis,7.Sunday,5,2349,258566,118093,143.2684155
Arbitrum,7.Sunday,5,18485,39797,5717,1276.407
Ethereum,7.Sunday,5,596,64640,33258,155745.582
Optimism,7.Sunday,5,32366,32366,5178,2830.703698
Axelar,7.Sunday,5,236,2270,221,15.80620187
Avalanche,7.Sunday,5,3436,7620,2231,633.4895148
BSC,7.Sunday,5,2349,258566,118093,41476.39234
NEAR,7.Sunday,5,5824,20385,2292,53.22587954
Ethereum,7.Sunday,6,597,70471,36649,160988.7922
Flow,7.Sunday,6,5176,42901,78,0.633665676
Gnosis,7.Sunday,6,2319,271853,122745,152.8888212
Osmosis,7.Sunday,6,1142,4341,691,21.72753795
BSC,7.Sunday,6,2319,271853,122745,44265.20077
Avalanche,7.Sunday,6,3378,7041,2231,607.0486894
Cosmos,7.Sunday,6,946,2826,1533,75.06123048
Optimism,7.Sunday,6,35190,35190,5531,3265.895724
NEAR,7.Sunday,6,5872,20487,2818,54.16986305
Arbitrum,7.Sunday,6,20319,44196,5919,1379.679882
Solana,7.Sunday,6,15734,1913722,9959,150.4373437
Axelar,7.Sunday,6,196,1783,192,14.87015825
Polygon,7.Sunday,6,3317,244251,56807,1969.947029
Algorand,7.Sunday,6,1917,57294,2926,18.06290775
Gnosis,7.Sunday,7,2324,282850,123160,166.8386237
NEAR,7.Sunday,7,5933,21526,3500,56.17406214
Solana,7.Sunday,7,15915,1871401,11210,143.7322074
BSC,7.Sunday,7,2324,282850,123160,48297.32434
Ethereum,7.Sunday,7,595,80918,41744,161030.771
Algorand,7.Sunday,7,1936,54976,2445,17.75332033
Arbitrum,7.Sunday,7,23493,54829,7770,1678.577003
Avalanche,7.Sunday,7,3406,7749,2285,663.275588
Axelar,7.Sunday,7,239,2351,243,16.75133309
Osmosis,7.Sunday,7,1155,4814,798,34.80627748
Polygon,7.Sunday,7,3307,246384,54130,2076.892185
Optimism,7.Sunday,7,39021,39021,6265,3636.636027
Cosmos,7.Sunday,7,932,2643,1329,73.47792431
Flow,7.Sunday,7,5153,41790,71,0.6039301
Axelar,7.Sunday,8,191,1565,176,13.59144153
Algorand,7.Sunday,8,1937,56967,2815,17.73903563
Avalanche,7.Sunday,8,3477,8460,2583,733.0465057
Osmosis,7.Sunday,8,1161,4492,862,17.90076968
Optimism,7.Sunday,8,43188,43188,6729,3935.665831
NEAR,7.Sunday,8,5984,24831,3997,66.59645856
BSC,7.Sunday,8,2323,295711,130822,49590.20394
Cosmos,7.Sunday,8,944,3016,1521,86.16120218
Gnosis,7.Sunday,8,2323,295711,130822,171.3097587
Solana,7.Sunday,8,15697,1863874,11520,141.0434587
Flow,7.Sunday,8,5177,44915,81,0.741113243
Ethereum,7.Sunday,8,597,76933,38734,157383.2963
Polygon,7.Sunday,8,3196,257054,56766,2601.361515
Arbitrum,7.Sunday,8,23436,54907,7223,1780.565736
Algorand,7.Sunday,9,1946,58794,2848,18.44091281
Ethereum,7.Sunday,9,594,70220,37184,154367.3525
Avalanche,7.Sunday,9,3459,8171,2613,662.0449084
Optimism,7.Sunday,9,43430,43430,6828,4050.935555
NEAR,7.Sunday,9,6033,28677,4591,75.19918455
Arbitrum,7.Sunday,9,24504,59474,8154,2025.855443
Cosmos,7.Sunday,9,1005,3407,1696,98.92425649
Axelar,7.Sunday,9,227,2194,244,16.92705521
Flow,7.Sunday,9,5185,45030,80,0.678139954
Solana,7.Sunday,9,15584,1847260,11909,141.4954287
BSC,7.Sunday,9,2352,289084,128915,48127.03561
Polygon,7.Sunday,9,2948,258245,57461,2632.299234
Gnosis,7.Sunday,9,2352,289084,128915,166.2667747
Osmosis,7.Sunday,9,1179,4706,1037,21.39312333
Osmosis,7.Sunday,10,1176,4972,1017,22.79073481
Algorand,7.Sunday,10,1947,56341,2902,17.99078539
BSC,7.Sunday,10,2330,291443,130557,50439.11987
Avalanche,7.Sunday,10,3480,8224,2510,659.5942498
NEAR,7.Sunday,10,6150,29362,4967,79.75228341
Arbitrum,7.Sunday,10,23574,54079,7855,1763.276488
Flow,7.Sunday,10,5174,46890,72,0.690428481
Cosmos,7.Sunday,10,984,3272,1665,161.4002361
Ethereum,7.Sunday,10,594,70608,37085,156390.1278
Polygon,7.Sunday,10,3094,234344,50917,3059.507724
Gnosis,7.Sunday,10,2330,291443,130557,174.2602839
Axelar,7.Sunday,10,203,2074,228,15.88782674
Solana,7.Sunday,10,15630,1852554,11709,144.7527057
Optimism,7.Sunday,10,41943,41943,6603,3889.216429
Flow,7.Sunday,11,5208,46413,70,0.702454139
Solana,7.Sunday,11,15648,1886351,12125,153.8049559
Polygon,7.Sunday,11,3270,248593,58034,3295.094852
Osmosis,7.Sunday,11,1186,6161,1054,37.54590371
Axelar,7.Sunday,11,248,2896,238,17.23154906
Optimism,7.Sunday,11,43355,43355,6579,4063.455151
NEAR,7.Sunday,11,6190,30921,5096,87.30736572
Cosmos,7.Sunday,11,1011,3621,1824,127.6230862
Ethereum,7.Sunday,11,596,77891,38737,163100.8037
Algorand,7.Sunday,11,1938,100566,2845,28.93492245
Gnosis,7.Sunday,11,2337,297230,133459,173.1734517
Avalanche,7.Sunday,11,3482,9052,2783,773.0872569
BSC,7.Sunday,11,2337,297230,133459,50130.26147
Arbitrum,7.Sunday,11,24947,62110,8470,2160.263667
Optimism,7.Sunday,12,46030,46030,6540,5040.7296
Solana,7.Sunday,12,14362,1703187,12390,133.8393261
BSC,7.Sunday,12,2287,314150,131963,57238.54176
Polygon,7.Sunday,12,3415,279068,66831,2831.237373
Arbitrum,7.Sunday,12,24832,60898,8719,2189.469453
Cosmos,7.Sunday,12,1001,3460,1719,218.2854418
Gnosis,7.Sunday,12,2287,314150,131963,197.7176484
Axelar,7.Sunday,12,43,286,105,1.67102921
Ethereum,7.Sunday,12,595,85893,42322,191764.7523
Flow,7.Sunday,12,5172,51030,102,0.84541429
Algorand,7.Sunday,12,1925,75887,3134,22.68759332
Osmosis,7.Sunday,12,1179,5208,1156,22.39285767
Avalanche,7.Sunday,12,3475,9441,2971,823.831896
NEAR,7.Sunday,12,6106,32087,5396,94.2814337
Optimism,7.Sunday,13,48538,48538,6606,5000.291154
Polygon,7.Sunday,13,3316,296661,71837,3325.717912
NEAR,7.Sunday,13,6125,32361,5599,98.40990831
BSC,7.Sunday,13,2328,327207,141739,62365.79387
Ethereum,7.Sunday,13,599,85984,45857,175176.3626
Gnosis,7.Sunday,13,2328,327207,141739,215.398092
Cosmos,7.Sunday,13,1011,3504,1749,599.0066027
Osmosis,7.Sunday,13,1164,4889,1014,21.20406421
Arbitrum,7.Sunday,13,25983,67459,9016,2641.252522
Algorand,7.Sunday,13,1920,99906,3329,29.21607934
Avalanche,7.Sunday,13,3520,10855,3402,945.0205662
Flow,7.Sunday,13,5241,49640,90,0.788691053
Solana,7.Sunday,13,15653,1866881,14095,142.559848
Gnosis,7.Sunday,14,2265,343695,147265,226.7625225
Polygon,7.Sunday,14,3367,273614,60362,3541.456473
Algorand,7.Sunday,14,1931,88497,3675,26.46976203
Flow,7.Sunday,14,5213,51946,94,0.817497892
BSC,7.Sunday,14,2265,343695,147265,65670.35462
Axelar,7.Sunday,14,331,1766,192,13.99592309
Arbitrum,7.Sunday,14,24884,62334,8540,2751.243323
NEAR,7.Sunday,14,6086,33568,5894,100.664644
Avalanche,7.Sunday,14,3524,10122,3267,1268.340703
Optimism,7.Sunday,14,39316,39316,5867,7920.620586
Cosmos,7.Sunday,14,1006,3651,1815,211.3569553
Osmosis,7.Sunday,14,1159,5233,972,23.18678358
Ethereum,7.Sunday,14,598,182090,148184,352676.324
Solana,7.Sunday,14,15586,1951104,15156,158.9733219
Algorand,7.Sunday,15,1932,68928,4874,21.49764155
Optimism,7.Sunday,15,37243,37243,5853,4235.156382
BSC,7.Sunday,15,2346,307105,135328,58398.24621
Cosmos,7.Sunday,15,1029,3752,1846,113.772067
Polygon,7.Sunday,15,3408,290278,67209,3041.376234
Avalanche,7.Sunday,15,3499,9460,3088,778.5645517
NEAR,7.Sunday,15,6110,35072,6480,105.6435595
Ethereum,7.Sunday,15,597,115850,75852,193306.9901
Gnosis,7.Sunday,15,2346,307105,135328,201.7117067
Flow,7.Sunday,15,5234,50928,101,0.804785938
Osmosis,7.Sunday,15,1178,5677,960,23.26123913
Axelar,7.Sunday,15,305,1726,177,16.23313299
Arbitrum,7.Sunday,15,24530,61287,8615,3106.490393
Solana,7.Sunday,15,15415,1957702,15022,151.6785298
NEAR,7.Sunday,16,6158,33655,6474,102.5835204
Ethereum,7.Sunday,16,593,102234,55613,180147.3176
Arbitrum,7.Sunday,16,24584,59879,8299,2554.431495
Algorand,7.Sunday,16,1919,67242,3706,20.43179801
Solana,7.Sunday,16,15601,1969475,15317,159.3720438
Axelar,7.Sunday,16,320,1746,193,15.52521231
BSC,7.Sunday,16,2360,290186,131223,49926.92029
Cosmos,7.Sunday,16,990,3466,1727,110.3077585
Osmosis,7.Sunday,16,1174,4952,957,21.52500512
Optimism,7.Sunday,16,36857,36857,5965,3891.417556
Avalanche,7.Sunday,16,3506,10300,3315,893.4092871
Flow,7.Sunday,16,5211,46315,91,0.675045001
Polygon,7.Sunday,16,3381,277706,64408,2807.270605
Gnosis,7.Sunday,16,2360,290186,131223,172.4129698
Algorand,7.Sunday,17,1923,72209,3646,22.61884756
Flow,7.Sunday,17,5188,44263,94,0.618522269
Gnosis,7.Sunday,17,2393,238091,104523,150.5976554
Ethereum,7.Sunday,17,596,93924,45730,182997.1553
BSC,7.Sunday,17,2393,238091,104523,43599.9563
Axelar,7.Sunday,17,433,2837,280,21.85256367
NEAR,7.Sunday,17,6103,35138,6155,105.5316722
Avalanche,7.Sunday,17,3519,10481,3104,1218.551888
Polygon,7.Sunday,17,3279,248184,52660,2398.50668
Solana,7.Sunday,17,15567,1935597,15159,150.8943356
Arbitrum,7.Sunday,17,23722,55947,7167,2155.423932
Optimism,7.Sunday,17,35177,35177,5412,3497.659536
Osmosis,7.Sunday,17,1028,5875,1230,32.80802508
Cosmos,7.Sunday,17,992,3873,1897,5202.727488
Solana,7.Sunday,18,15396,2000881,15147,159.3810669
NEAR,7.Sunday,18,6058,34066,5904,106.5703242
Arbitrum,7.Sunday,18,23114,54676,6622,2136.418702
Optimism,7.Sunday,18,31489,31489,4562,3622.157569
Avalanche,7.Sunday,18,3519,10089,3107,997.7146211
Axelar,7.Sunday,18,580,4010,356,31.0245113
Cosmos,7.Sunday,18,1022,3973,1876,131.3002605
Gnosis,7.Sunday,18,2356,204117,85317,127.4672038
Ethereum,7.Sunday,18,595,89718,42414,217765.6316
Flow,7.Sunday,18,5187,42608,85,0.582595246
Polygon,7.Sunday,18,3419,235058,48539,2879.725005
Osmosis,7.Sunday,18,1193,6415,1350,35.15192277
BSC,7.Sunday,18,2356,204117,85317,36905.71943
Algorand,7.Sunday,18,1935,93396,3684,27.6810599
Osmosis,7.Sunday,19,1223,7665,1420,37.39580338
Solana,7.Sunday,19,15609,1952167,14465,154.2571931
Optimism,7.Sunday,19,29291,29291,4028,3259.144974
Axelar,7.Sunday,19,581,4561,360,34.57286101
Cosmos,7.Sunday,19,1027,4337,2172,134.4727085
Ethereum,7.Sunday,19,593,88688,41145,199257.0408
NEAR,7.Sunday,19,6097,38192,6188,110.3737644
Algorand,7.Sunday,19,1933,69782,3756,21.24170524
Arbitrum,7.Sunday,19,22892,53460,6499,2127.22285
Gnosis,7.Sunday,19,2372,191460,82105,117.754388
Flow,7.Sunday,19,5191,40731,101,0.5419303
Avalanche,7.Sunday,19,3514,10658,3258,963.5553708
BSC,7.Sunday,19,2372,191460,82105,34095.97255
Polygon,7.Sunday,19,3162,224836,43828,2170.580621
NEAR,7.Sunday,20,6143,43152,5827,116.3046394
Axelar,7.Sunday,20,688,5422,428,35.45034034
Gnosis,7.Sunday,20,2390,175521,78353,102.9150287
Optimism,7.Sunday,20,26565,26565,3847,2633.482454
Arbitrum,7.Sunday,20,21289,48536,6109,1825.638347
Osmosis,7.Sunday,20,1211,7111,1281,32.19059052
Ethereum,7.Sunday,20,598,85043,38837,172997.6179
Flow,7.Sunday,20,5220,39147,81,0.502680614
Solana,7.Sunday,20,15608,2029490,14090,164.9875583
BSC,7.Sunday,20,2390,175521,78353,29796.52698
Algorand,7.Sunday,20,1939,107436,3215,31.14009218
Polygon,7.Sunday,20,3344,228704,43557,2227.875554
Cosmos,7.Sunday,20,1045,4179,2028,149.7153545
Avalanche,7.Sunday,20,3530,10820,3295,955.7674221
Algorand,7.Sunday,21,1942,81799,2774,23.99289563
Gnosis,7.Sunday,21,2362,157285,62827,102.6486538
Cosmos,7.Sunday,21,1024,3932,1978,125.7991305
Solana,7.Sunday,21,15566,1982798,15282,160.0264817
NEAR,7.Sunday,21,6107,28575,4880,94.48550143
Axelar,7.Sunday,21,599,5220,406,37.3467452
Ethereum,7.Sunday,21,596,83847,38721,164897.4923
Arbitrum,7.Sunday,21,18523,39286,5148,1413.05559
Osmosis,7.Sunday,21,1193,5882,1144,29.45294518
Flow,7.Sunday,21,5177,39465,96,0.50864103
Optimism,7.Sunday,21,19868,19868,3515,1804.512541
Avalanche,7.Sunday,21,3517,10442,3084,894.4040155
BSC,7.Sunday,21,2362,157285,62827,29717.45179
Polygon,7.Sunday,21,3152,200524,42714,1930.441186
Axelar,7.Sunday,22,575,4091,373,31.33928654
Algorand,7.Sunday,22,1938,78419,2663,23.61696167
BSC,7.Sunday,22,2354,152464,57393,28334.31776
Osmosis,7.Sunday,22,1199,5539,935,23.5408028
Cosmos,7.Sunday,22,983,3478,1675,202.0518519
Polygon,7.Sunday,22,3286,198752,43144,2592.975894
Ethereum,7.Sunday,22,598,81047,36861,164609.7614
Flow,7.Sunday,22,5174,38431,79,0.483042138
NEAR,7.Sunday,22,6053,27571,4229,91.21859815
Gnosis,7.Sunday,22,2354,152464,57393,97.83032785
Optimism,7.Sunday,22,17032,17032,3025,1598.997002
Arbitrum,7.Sunday,22,16483,35653,4665,1233.043599
Avalanche,7.Sunday,22,3475,10025,3108,1271.4956
Solana,7.Sunday,22,14913,2056478,13896,386.1254137
Osmosis,7.Sunday,23,1159,4431,800,24.06622529
Arbitrum,7.Sunday,23,14692,31177,3983,1093.002672
Axelar,7.Sunday,23,536,4441,348,33.6821131
Gnosis,7.Sunday,23,2384,155371,59108,103.714074
Cosmos,7.Sunday,23,949,2833,1450,94.47120698
Avalanche,7.Sunday,23,3471,10210,3047,1285.614313
Optimism,7.Sunday,23,15731,15731,2602,1436.686074
Solana,7.Sunday,23,15363,2225689,12122,175.8962118
Flow,7.Sunday,23,5221,39376,95,0.512500087
NEAR,7.Sunday,23,5803,23934,3540,74.95697962
Ethereum,7.Sunday,23,598,75841,34801,171677.4185
BSC,7.Sunday,23,2384,155371,59108,30033.40773
Polygon,7.Sunday,23,3334,213458,47741,2293.514128
Algorand,7.Sunday,23,1934,71448,2615,21.90224146
