Blockchain,Day,Hour,Swaps,Swappers,Volume,AmountAverage,AmountMedian
Gnosis,2.Tuesday,5,92,38,2478.444707,26.93961638,1.96563688
THORChain,2.Tuesday,5,336,33,440710.6863,826.8493176,488.3568448
Avalanche,2.Tuesday,5,570,341,326996.5613,573.6781776,49.63548303
Flow,2.Tuesday,5,5,2,280.638062,46.77301033,52.2536787
Algorand,2.Tuesday,5,608,52,8679.358703,14.20516973,1.203735027
Ethereum,2.Tuesday,5,1723,117,25644281.13,11262.31056,470.49
Arbitrum,2.Tuesday,6,3104,1469,2910167.067,937.5538232,53.75040845
BSC,2.Tuesday,6,26657,13159,30976315.9,1162.033083,59.75136065
Polygon,2.Tuesday,6,3143,1375,3123340.74,993.7450651,32.77519306
Avalanche,2.Tuesday,6,899,419,1332047.258,1481.69884,146.5796412
Algorand,2.Tuesday,6,829,78,18731.24687,22.40579769,1.313797962
Optimism,2.Tuesday,6,2316,1083,1878593.021,811.1368831,24.01246778
Gnosis,2.Tuesday,6,75,34,8368.568589,111.5809145,3.654295497
Ethereum,2.Tuesday,6,2311,181,382504567.9,116121.6053,841.619258
Solana,2.Tuesday,6,5098,372,820081.106,160.8317525,10.00979781
Osmosis,2.Tuesday,6,570,242,200761.2109,352.2126507,19.39633739
NEAR,2.Tuesday,6,90,26,247200.6701,2227.033064,78.57887526
Flow,2.Tuesday,6,14,7,3928.671122,196.4335561,5.436851516
THORChain,2.Tuesday,6,720,33,685262.1358,608.0409368,433.0113858
Flow,2.Tuesday,7,36,13,26784.18951,461.7963708,6.7069275
Ethereum,2.Tuesday,7,3641,228,122800991.6,25918.31819,1211.955855
Osmosis,2.Tuesday,7,1422,281,510932.3672,359.3054622,69.72866325
Algorand,2.Tuesday,7,1570,79,123062.6859,75.63779098,6.796848439
Avalanche,2.Tuesday,7,1427,484,842754.6709,590.5779053,168.802701
Solana,2.Tuesday,7,30604,428,688970.635,22.50581893,0.500691033
Optimism,2.Tuesday,7,3406,1397,4268166.014,1253.131537,28.40461527
THORChain,2.Tuesday,7,1822,41,1932917.697,668.3671152,467.7535107
Polygon,2.Tuesday,7,6144,1890,8459740.736,1376.910927,88.01673644
Gnosis,2.Tuesday,7,141,53,13291.57359,94.26647937,4.629233007
NEAR,2.Tuesday,7,199,33,166030.115,617.2123236,33.30227541
Arbitrum,2.Tuesday,7,3917,1728,4884963.87,1247.11868,51.72969256
BSC,2.Tuesday,7,36304,15459,32676025.2,900.0668026,92.00805141
Algorand,2.Tuesday,8,444,73,16429.07011,36.59035658,1.72195457
Polygon,2.Tuesday,8,2994,1354,2212618.129,739.0174111,30.75361585
Optimism,2.Tuesday,8,3353,1558,1694913.131,505.4915392,22.39376066
Osmosis,2.Tuesday,8,854,277,513777.3316,601.6128005,23.83874313
Solana,2.Tuesday,8,6752,353,269863.3457,39.96791258,1.001084781
Arbitrum,2.Tuesday,8,3637,1693,3658006.276,1005.775715,10.13337302
Ethereum,2.Tuesday,8,2226,168,129256337.1,43845.43322,860.9511096
BSC,2.Tuesday,8,26025,13421,18640449.51,716.2516621,53.15818109
THORChain,2.Tuesday,8,603,34,692482.1671,680.2378851,469.8436884
NEAR,2.Tuesday,8,65,29,220920.3597,2985.410266,63.56791027
Gnosis,2.Tuesday,8,95,44,7507.836062,79.02985329,4.75995922
Flow,2.Tuesday,8,8,7,740.5636542,67.32396857,8.788907814
Avalanche,2.Tuesday,8,649,364,747939.9009,1152.44977,35.73862867
Polygon,2.Tuesday,9,3207,1469,3542432.006,1104.593703,37.97129738
Avalanche,2.Tuesday,9,848,448,763866.6233,900.7861123,119.2128076
Solana,2.Tuesday,9,8888,361,452565.5097,50.90153073,1.001278967
Arbitrum,2.Tuesday,9,3415,1445,2128744.251,623.3511715,1.210884301
Algorand,2.Tuesday,9,521,75,23935.67986,45.16166012,2.683767864
Osmosis,2.Tuesday,9,928,290,294719.1698,317.2434551,33.57241554
THORChain,2.Tuesday,9,693,39,986161.8607,910.5834355,490.248296
BSC,2.Tuesday,9,24302,13047,17558817.31,722.5256072,50.56608879
Ethereum,2.Tuesday,9,2737,227,89456698.71,24582.76964,860.38
Gnosis,2.Tuesday,9,133,52,16126.73902,121.2536768,4.318398089
Optimism,2.Tuesday,9,3292,1406,2362519.933,717.6549007,22.01094873
Flow,2.Tuesday,9,7,5,3171.048042,264.2540035,22.77128466
NEAR,2.Tuesday,9,80,23,70996.38503,747.3303688,77.83937171
Solana,2.Tuesday,10,7442,447,390713.007,52.47992035,2.00203043
Optimism,2.Tuesday,10,3108,1316,2936446,944.8024452,29.98890448
Ethereum,2.Tuesday,10,3060,227,113716982.1,26858.04963,990.615
Algorand,2.Tuesday,10,566,76,14973.1304,25.72702819,4.047720349
Arbitrum,2.Tuesday,10,3827,1627,3647890.261,953.1983959,3.550171341
NEAR,2.Tuesday,10,44,22,14081.32386,256.0240701,18.79802038
Gnosis,2.Tuesday,10,181,50,9946.625084,54.95372975,5.049605201
BSC,2.Tuesday,10,25120,13331,14157761.26,563.6051459,49.84425762
Polygon,2.Tuesday,10,3888,1644,6107471.127,1570.851627,49.52438693
Osmosis,2.Tuesday,10,1055,282,369848.1721,350.5669878,35.811259
Flow,2.Tuesday,10,15,10,3719.878459,218.81638,60.94232416
Avalanche,2.Tuesday,10,858,445,567889.3417,661.8756897,99.79353976
THORChain,2.Tuesday,10,1222,56,1282073.738,650.1388123,416.0133156
NEAR,2.Tuesday,11,118,26,130406.0173,869.3734484,64.53035378
Optimism,2.Tuesday,11,3142,1355,1300806.397,414.0058553,22.2070125
Osmosis,2.Tuesday,11,496,231,92658.4515,186.8113942,13.86062531
Flow,2.Tuesday,11,6,4,940.485498,134.3550711,50.484587
Solana,2.Tuesday,11,10762,358,902485.2322,83.84292384,1.001043242
Ethereum,2.Tuesday,11,2617,205,87540314.82,25256.87098,884.0419041
BSC,2.Tuesday,11,24503,13866,13032188.92,531.8609523,33.78451989
Arbitrum,2.Tuesday,11,3478,1534,1793311.14,515.615624,1.173154464
THORChain,2.Tuesday,11,583,44,620436.5167,608.2710948,412.2175689
Avalanche,2.Tuesday,11,1274,507,1042461.607,818.258718,139.7159235
Polygon,2.Tuesday,11,9050,4698,3310918.23,365.8473182,4.52E-19
Gnosis,2.Tuesday,11,87,38,5477.453633,62.95923716,2.175403039
Algorand,2.Tuesday,11,344,50,29915.87281,86.46206015,39.17326425
Osmosis,2.Tuesday,12,532,253,104500.2594,196.4290591,12.76222872
NEAR,2.Tuesday,12,53,25,98661.39489,1517.867614,9.271934725
Polygon,2.Tuesday,12,10044,5586,4019506.379,400.1898028,1.78E-19
Optimism,2.Tuesday,12,3468,1290,4252343.096,1226.165829,22.99438623
Arbitrum,2.Tuesday,12,3995,1683,2870132.524,718.43117,1.307293319
Solana,2.Tuesday,12,3609,418,276798.7945,76.63311032,1.56422673
Gnosis,2.Tuesday,12,239,65,15705.54269,65.71356773,1.461846941
BSC,2.Tuesday,12,28554,16250,13397813.47,469.2096894,28.64974434
THORChain,2.Tuesday,12,773,49,851634.8561,637.9287312,417.75282
Avalanche,2.Tuesday,12,913,513,505887.6235,554.0937826,42.60144466
Flow,2.Tuesday,12,6,5,2216.364083,221.6364083,73.495107
Ethereum,2.Tuesday,12,3005,196,85306409.04,20735.63662,812.4311248
Algorand,2.Tuesday,12,757,74,40925.55204,51.47868181,7.959096838
Solana,2.Tuesday,13,40995,883,2054080.372,50.05313057,0.50099232
Arbitrum,2.Tuesday,13,10404,2342,46357099.93,4455.699724,483.2600858
Osmosis,2.Tuesday,13,1704,325,881584.025,517.361517,116.3332998
Avalanche,2.Tuesday,13,2543,754,5558534.263,2185.817642,202.2676058
THORChain,2.Tuesday,13,2181,57,2818685.731,763.0443235,431.2363825
Algorand,2.Tuesday,13,1233,95,64330.40217,48.25986659,2.755612696
BSC,2.Tuesday,13,39296,18520,28191804.16,717.4217263,56.99343398
Flow,2.Tuesday,13,38,8,11474.62772,201.3092583,8.60069052
Ethereum,2.Tuesday,13,4964,279,228698124.7,31436.16835,2939.62
Gnosis,2.Tuesday,13,803,85,74754.17088,93.09361255,1.074999814
Optimism,2.Tuesday,13,4374,1093,12090096.02,2764.082308,90.69453517
NEAR,2.Tuesday,13,342,48,493858.1661,1137.922042,61.74543691
Polygon,2.Tuesday,13,11265,5385,13969472.9,1240.077488,0.672329486
NEAR,2.Tuesday,14,423,48,456467.3323,861.2591176,328.7233117
THORChain,2.Tuesday,14,1238,40,1337505.39,636.3013275,399.2736852
Algorand,2.Tuesday,14,1405,117,150161.1833,102.639223,4.182154635
BSC,2.Tuesday,14,33853,15993,17173015.84,507.2819496,57.85073988
Avalanche,2.Tuesday,14,2097,777,1732976.627,826.4075476,135.4799017
Flow,2.Tuesday,14,17,8,13149.94278,525.9977112,431.4247709
Osmosis,2.Tuesday,14,1097,373,464504.2358,423.4313909,56.52859443
Ethereum,2.Tuesday,14,3917,211,180768372.6,33309.07916,1673.324409
Polygon,2.Tuesday,14,9845,5110,5234515.725,531.6928111,0.018746012
Gnosis,2.Tuesday,14,495,72,15082.01888,30.46872502,0.977082602
Arbitrum,2.Tuesday,14,4379,1967,5144692.049,1174.855458,17.77124617
Optimism,2.Tuesday,14,2943,1027,7533636.176,2559.849193,52.93279533
Solana,2.Tuesday,14,14707,851,1156099.966,78.58210756,1.001023223
Arbitrum,2.Tuesday,15,4236,1852,4268046.685,1007.565318,9.094257426
NEAR,2.Tuesday,15,80,33,39420.28438,442.9245436,162.3902873
Algorand,2.Tuesday,15,437,95,37630.38307,80.06464484,4.972193748
Optimism,2.Tuesday,15,2566,1055,4131389.331,1610.050402,40.7246823
Flow,2.Tuesday,15,17,12,3266.255722,125.6252201,2.480653524
Solana,2.Tuesday,15,8698,712,739265.4363,84.99257718,2.973161339
Osmosis,2.Tuesday,15,741,315,190562.655,257.1695749,22.8266838
Avalanche,2.Tuesday,15,1157,578,1210360.269,1046.119506,61.58878899
Polygon,2.Tuesday,15,8631,4381,4889120.035,566.4604374,0.000948625
THORChain,2.Tuesday,15,768,38,758372.9316,608.6460125,374.7798186
Gnosis,2.Tuesday,15,206,55,6309.694566,30.62958527,1.0091921
BSC,2.Tuesday,15,27169,14245,18607177.47,684.867955,51.10600963
Ethereum,2.Tuesday,15,3322,210,179392599.3,40069.82339,1203.921107
Polygon,2.Tuesday,16,6214,3522,2433809.762,391.6655555,0.001048836
Ethereum,2.Tuesday,16,2616,148,59577969.81,17405.1913,734.58
Solana,2.Tuesday,16,5050,613,611882.7702,120.9732642,6.016562787
Osmosis,2.Tuesday,16,768,283,212163.2597,276.2542444,40.63932569
Arbitrum,2.Tuesday,16,3987,1596,5350900.684,1342.086954,2.597804818
Avalanche,2.Tuesday,16,1092,553,544022.4674,498.1890727,41.85231804
BSC,2.Tuesday,16,28849,15430,13186195.31,457.0763392,32.98643103
NEAR,2.Tuesday,16,79,34,192265.518,2184.835432,9.654175146
Gnosis,2.Tuesday,16,99,32,3237.57183,32.70274576,1.614032612
Algorand,2.Tuesday,16,564,90,14539.34502,24.98169247,2.29449966
Optimism,2.Tuesday,16,2193,879,3856263.421,1758.442052,29.05380559
THORChain,2.Tuesday,16,783,51,1449946.97,1135.432239,429.952006
Flow,2.Tuesday,16,18,13,6190.597447,294.7903546,17.42118695
Osmosis,2.Tuesday,17,930,392,365038.7689,392.5148053,25.41380553
Optimism,2.Tuesday,17,2120,724,3723346.174,1756.295365,34.05736553
Avalanche,2.Tuesday,17,1452,567,817286.8681,562.8697439,146.8413865
Solana,2.Tuesday,17,4782,539,537302.2403,112.3358228,3.484768067
Polygon,2.Tuesday,17,6762,3166,5373245.158,794.6236554,1.266159434
Flow,2.Tuesday,17,24,13,5675.829043,171.9948195,61.86034698
Gnosis,2.Tuesday,17,165,54,19268.7428,116.7802594,5.860031479
BSC,2.Tuesday,17,25854,11746,16076055.21,621.8014701,49.76659817
Arbitrum,2.Tuesday,17,4205,1471,6051414.332,1439.099722,15.03103851
THORChain,2.Tuesday,17,1021,60,966835.7305,587.3850125,370.0734015
Ethereum,2.Tuesday,17,2764,178,89997509.75,24429.29146,1346.978385
NEAR,2.Tuesday,17,95,22,157188.7908,1366.85905,192.3334923
Algorand,2.Tuesday,17,539,84,23568.29344,41.8619777,4.42323219
Optimism,2.Tuesday,18,1678,664,1962414.147,1169.495916,24.99075373
NEAR,2.Tuesday,18,49,22,46529.40075,788.633911,20.25814824
Ethereum,2.Tuesday,18,2493,139,55761857.83,17420.13678,849.0210281
THORChain,2.Tuesday,18,550,48,899272.7156,962.8187533,424.1334979
Algorand,2.Tuesday,18,716,94,14809.14101,20.59685816,1.814694733
BSC,2.Tuesday,18,18732,9613,13116397.4,700.2133994,46.03171118
Solana,2.Tuesday,18,7760,476,550260.1227,70.90067294,3.96416577
Avalanche,2.Tuesday,18,723,429,629519.9902,870.7053807,46.27685392
Arbitrum,2.Tuesday,18,3391,1335,2670063.681,787.397134,1.726092938
Osmosis,2.Tuesday,18,744,394,173452.9506,233.1356863,7.342661131
Gnosis,2.Tuesday,18,97,40,4445.241748,45.82723452,1.882992544
Flow,2.Tuesday,18,8,6,778.9674964,64.91395803,9.327009455
Polygon,2.Tuesday,18,4861,2498,2726157.4,560.8223412,0.670574042
Algorand,2.Tuesday,19,899,76,18755.32705,20.77001888,1.638814204
BSC,2.Tuesday,19,16440,8371,8265829.561,502.7876862,42.37643207
Solana,2.Tuesday,19,8819,421,677922.5906,76.87068722,1.001057755
Ethereum,2.Tuesday,19,2488,170,63274827.35,19064.42523,515.0905
NEAR,2.Tuesday,19,46,20,281156.0861,5406.847811,33.68474435
Arbitrum,2.Tuesday,19,2929,1127,1776837.072,606.6360779,0.953423019
Avalanche,2.Tuesday,19,496,345,123981.3679,249.9624352,39.72127329
Osmosis,2.Tuesday,19,835,444,164993.5596,197.5970773,7.017763093
Optimism,2.Tuesday,19,1435,598,1855759.845,1293.212435,20.99223313
THORChain,2.Tuesday,19,481,43,545590.4642,709.4804476,424.278914
Flow,2.Tuesday,19,3,3,1028.79856,257.19964,40.32463238
Polygon,2.Tuesday,19,3896,2074,1172382.192,300.9194538,0.187258515
Gnosis,2.Tuesday,19,96,45,3309.74845,34.47654635,2.612458111
Flow,2.Tuesday,20,8,6,557.2432374,42.86486441,37.54041282
Optimism,2.Tuesday,20,1434,570,1791537.448,1249.328764,20.82297518
BSC,2.Tuesday,20,14636,7818,9549028.665,652.4343171,44.32143545
THORChain,2.Tuesday,20,358,53,438189.69,686.8176959,399.8282545
Ethereum,2.Tuesday,20,2575,162,39335577.97,12261.71383,519.1901452
Osmosis,2.Tuesday,20,801,410,103336.9638,129.0099423,3.484928322
Algorand,2.Tuesday,20,456,87,12928.51358,28.04449801,1.447639571
Polygon,2.Tuesday,20,4316,2104,2246520.052,520.5097432,1.791307949
Avalanche,2.Tuesday,20,689,410,282289.1506,409.7084915,65.45776615
Solana,2.Tuesday,20,2751,371,260671.8774,94.75531714,1.884900962
Arbitrum,2.Tuesday,20,2941,1096,1530683.195,520.4635142,0.171139552
Gnosis,2.Tuesday,20,75,37,3176.13236,42.34843146,2.913422523
NEAR,2.Tuesday,20,37,18,176364.9062,4199.164434,32.27087584
BSC,2.Tuesday,21,15997,8039,12997241.59,812.4799397,48.1325946
Flow,2.Tuesday,21,13,11,1475.062593,73.75312964,48.42150016
NEAR,2.Tuesday,21,62,18,254613.4789,3487.855875,46.98468403
Solana,2.Tuesday,21,2424,412,282796.8016,116.6653472,5.00601447
THORChain,2.Tuesday,21,447,37,471203.6631,650.8337889,407.6782143
Avalanche,2.Tuesday,21,672,389,202797.2971,301.7816922,35.69657868
Arbitrum,2.Tuesday,21,3294,1149,1960534.731,595.1835856,0.259744852
Algorand,2.Tuesday,21,487,79,12405.1589,25.010401,1.447697926
Polygon,2.Tuesday,21,3614,1948,1191283.65,329.6302296,1.09601652
Ethereum,2.Tuesday,21,2602,150,81009783.81,24385.84702,450.79
Osmosis,2.Tuesday,21,629,346,123786.0354,196.7981484,5.561890453
Optimism,2.Tuesday,21,1364,593,1755973.209,1287.370388,20.39289687
Gnosis,2.Tuesday,21,74,33,5746.987288,77.66199039,3.089536517
Flow,2.Tuesday,22,12,11,1311.381986,77.14011681,57.07888186
Arbitrum,2.Tuesday,22,2798,976,2760648.506,986.6506455,0.980316491
Solana,2.Tuesday,22,1643,336,125541.2599,76.40977473,6.792251873
Gnosis,2.Tuesday,22,71,39,3320.691028,46.77029617,2.499757428
Ethereum,2.Tuesday,22,2026,126,56629120.8,21974.82375,545.47
Osmosis,2.Tuesday,22,600,345,74835.78703,124.7263117,7.121994556
Algorand,2.Tuesday,22,273,65,14069.78756,50.97749118,1.320725809
Optimism,2.Tuesday,22,1259,498,1706877.997,1355.741062,20.57667262
NEAR,2.Tuesday,22,52,25,75480.91029,1126.580751,35.86356332
BSC,2.Tuesday,22,13970,7617,8459975.096,605.5816103,42.45434489
Polygon,2.Tuesday,22,3348,1664,1557648.456,465.2474481,2.54505453
Avalanche,2.Tuesday,22,695,410,506458.3556,728.7170584,72.00014027
THORChain,2.Tuesday,22,304,18,291673.4386,502.885239,339.0542034
Flow,2.Tuesday,23,13,12,346.6878142,15.07338323,7.499957178
Avalanche,2.Tuesday,23,545,327,187594.4623,344.2100226,58.76198758
THORChain,2.Tuesday,23,324,30,369804.7097,625.7270892,399.1152999
BSC,2.Tuesday,23,13850,7911,7072628.55,510.6591011,42.9089473
Solana,2.Tuesday,23,4432,337,280876.4266,63.36034889,2.002831194
Optimism,2.Tuesday,23,1441,477,2693987.571,1869.52642,10.47938931
Osmosis,2.Tuesday,23,478,267,217049.314,454.0780628,8.128545505
Arbitrum,2.Tuesday,23,2479,905,1592851.376,642.5378685,1.301330789
Algorand,2.Tuesday,23,584,74,28370.66255,47.36337654,1.793460923
Polygon,2.Tuesday,23,3059,1437,1645415.476,537.8932579,4.11051391
Ethereum,2.Tuesday,23,2086,146,28994815.57,10847.29352,368.4291086
NEAR,2.Tuesday,23,45,17,18860.68487,401.2911674,66.07222661
Gnosis,2.Tuesday,23,25,15,834.4417753,33.37767101,2.855299327
Flow,3.Wednesday,0,15,8,5214.179142,173.8059714,0.497610089
Osmosis,3.Wednesday,0,455,207,83103.15896,182.6443054,11.381397
Ethereum,3.Wednesday,0,2653,158,46460259.25,13676.84994,696
Gnosis,3.Wednesday,0,64,28,6098.841678,95.29440122,2.800266735
Polygon,3.Wednesday,0,3961,1748,2868193.222,724.1083619,6.590887817
Optimism,3.Wednesday,0,1708,486,4550022.123,2663.947379,30.31992951
NEAR,3.Wednesday,0,84,18,50058.26725,550.0908489,213.1242942
BSC,3.Wednesday,0,17576,9635,8197987.024,466.4307592,52.01702502
Algorand,3.Wednesday,0,297,55,8489.607062,28.29869021,1.269585332
Avalanche,3.Wednesday,0,733,374,291076.8881,397.1035308,91.76041982
THORChain,3.Wednesday,0,750,33,748890.5997,618.917851,399.4896679
Arbitrum,3.Wednesday,0,2274,808,3095243.31,1361.144816,10.43559779
Solana,3.Wednesday,0,6788,357,526187.2041,77.4944336,1.001857157
Gnosis,3.Wednesday,1,25,19,698.7624533,27.95049813,0.947350153
Arbitrum,3.Wednesday,1,1505,766,1155135.638,767.5319853,12.1716053
Solana,3.Wednesday,1,1459,301,181501.7524,124.2311789,10.09124881
Optimism,3.Wednesday,1,1483,595,2777727.304,1873.046058,23.52129557
NEAR,3.Wednesday,1,42,14,44262.2886,983.6064132,31.02116916
THORChain,3.Wednesday,1,257,27,304841.7984,640.4239462,340.4249773
Algorand,3.Wednesday,1,406,55,8505.003135,20.59322793,4.208360238
Osmosis,3.Wednesday,1,492,216,153598.1936,312.1914505,21.97284156
Flow,3.Wednesday,1,7,6,1506.432423,125.5360352,48.66104391
Polygon,3.Wednesday,1,3293,1796,1318689.688,400.4523803,0.879204956
BSC,3.Wednesday,1,17503,9954,10209360.75,583.2920499,50.50760798
Avalanche,3.Wednesday,1,579,347,551957.8435,953.2950666,39.80348463
Ethereum,3.Wednesday,1,1963,124,26640463.58,10463.65419,464.13
Algorand,3.Wednesday,2,286,62,5962.610946,20.84829002,1.451222322
Flow,3.Wednesday,2,4,4,179.2157635,29.86929392,23.04639161
THORChain,3.Wednesday,2,323,20,318478.8469,572.8036815,339.9359018
NEAR,3.Wednesday,2,61,25,98032.40718,1342.909687,32.43686798
Solana,3.Wednesday,2,1998,288,251221.6856,125.6108428,5.019923942
BSC,3.Wednesday,2,19546,10613,9680852.328,495.2855995,54.293773
Avalanche,3.Wednesday,2,516,324,5325021.063,10319.80826,37.88780159
Arbitrum,3.Wednesday,2,1814,948,3167893.4,1746.357994,8.079182565
Polygon,3.Wednesday,2,3106,1821,722271.1106,232.5406023,0.878209664
Ethereum,3.Wednesday,2,2056,151,32565806.26,11846.41916,467.5201483
Gnosis,3.Wednesday,2,24,14,1549.734635,64.57227645,8.465747415
Optimism,3.Wednesday,2,2164,1007,1278117.044,590.6270999,21.99475344
Osmosis,3.Wednesday,2,962,232,616294.236,635.3548825,38.25351001
Algorand,3.Wednesday,3,207,67,12840.74804,61.43898582,1.28277842
Ethereum,3.Wednesday,3,2067,145,26156539.08,9334.953277,562.965
Gnosis,3.Wednesday,3,46,17,275.0820616,5.980044818,3.429599451
THORChain,3.Wednesday,3,793,38,1071865.928,928.0224485,431.0634361
BSC,3.Wednesday,3,22841,11078,12134255.05,531.2488529,64.0306063
Avalanche,3.Wednesday,3,646,334,449536.3665,695.8767283,56.78447816
Optimism,3.Wednesday,3,3210,1329,1350471.337,420.7075816,48.9277355
Polygon,3.Wednesday,3,3415,1980,1197351.995,350.6155184,1.011072706
NEAR,3.Wednesday,3,40,16,23101.42248,502.2048366,43.05884237
Solana,3.Wednesday,3,5244,323,439863.6172,83.84742989,1.001250135
Flow,3.Wednesday,3,9,3,2206.177743,169.7059802,149.99995
Arbitrum,3.Wednesday,3,1824,824,1288764.605,706.559542,6.080757158
Optimism,3.Wednesday,4,1958,872,955818.8445,488.160799,20.99607176
Arbitrum,3.Wednesday,4,1848,876,637055.2338,344.7268581,1.500859865
BSC,3.Wednesday,4,20753,11148,9153005.831,441.0449492,54.49622897
Solana,3.Wednesday,4,2845,341,647291.6649,227.4390952,7.613873891
THORChain,3.Wednesday,4,433,32,372957.1709,514.423684,343.0543394
Gnosis,3.Wednesday,4,65,34,4448.174275,68.43345039,0.941828232
Flow,3.Wednesday,4,5,4,884.7660539,98.30733932,49.27407571
Ethereum,3.Wednesday,4,1869,134,28448975.39,11550.53812,461.6975062
Avalanche,3.Wednesday,4,749,321,137377.0372,183.4139349,39.15201602
NEAR,3.Wednesday,4,47,12,123822.786,2634.527362,119.2016915
Polygon,3.Wednesday,4,3150,1833,1408854.781,447.255486,1.237078293
Algorand,3.Wednesday,4,283,87,5274.332478,18.37746508,1.20425947
NEAR,3.Wednesday,5,59,21,25327.73373,415.2087496,34.58141757
Polygon,3.Wednesday,5,2914,1598,1276260.706,437.9755341,2.186141375
Optimism,3.Wednesday,5,3605,1335,2775162.762,769.8093652,23.01491809
Arbitrum,3.Wednesday,5,2124,1075,1752434.636,825.063388,1.384172763
Gnosis,3.Wednesday,5,52,30,1313.344853,25.25663178,1.085715579
Avalanche,3.Wednesday,5,688,322,608233.8597,884.0608426,40.85028194
Ethereum,3.Wednesday,5,1722,130,13501591.11,6137.08687,472.7105435
BSC,3.Wednesday,5,19869,10945,10689033.66,537.9754218,54.52386872
THORChain,3.Wednesday,5,283,20,230299.1455,481.7973755,399.1949474
Algorand,3.Wednesday,5,453,84,16260.50958,35.27225505,1.420256264
Solana,3.Wednesday,5,2500,286,229449.2185,91.7796874,3.618401259
Flow,3.Wednesday,5,6,6,2445.471718,305.6839648,60.56029273
Avalanche,3.Wednesday,6,623,302,188459.3531,302.5029746,35.40644117
Arbitrum,3.Wednesday,6,2536,1116,1192615.535,470.2742648,0.70015732
NEAR,3.Wednesday,6,44,17,179371.4292,3660.641412,99.45068718
Polygon,3.Wednesday,6,2993,1759,817601.9537,273.1713845,1.325746842
Ethereum,3.Wednesday,6,1674,119,27288389.05,12615.99124,398.67
Flow,3.Wednesday,6,13,9,1042.772103,49.65581444,49.73331871
BSC,3.Wednesday,6,21154,12026,12590181.54,595.1678899,50.37709491
Solana,3.Wednesday,6,1300,290,183761.8633,141.2466282,10.00648117
Algorand,3.Wednesday,6,579,69,13357.12515,22.56271141,1.623255629
THORChain,3.Wednesday,6,289,21,261051.9428,480.7586424,399.2755528
Gnosis,3.Wednesday,6,101,45,809.6214713,8.016054171,2.807582721
Optimism,3.Wednesday,6,3305,1533,1829275.433,553.4872718,30.10047955
Optimism,3.Wednesday,7,3566,1571,1544364.141,433.0802414,23.77810417
Polygon,3.Wednesday,7,3344,1973,1267642.055,379.0795618,0.940023055
Algorand,3.Wednesday,7,220,47,1952.304562,8.794164695,1.025373489
BSC,3.Wednesday,7,22682,13041,8715564.882,384.2502813,50.14073894
Gnosis,3.Wednesday,7,110,44,3884.984325,35.31803932,4.151491588
Flow,3.Wednesday,7,8,5,1526.689695,109.0492639,67.66957264
THORChain,3.Wednesday,7,2221,46,3036713.61,1065.139814,442.208997
Avalanche,3.Wednesday,7,404,264,73211.82982,181.2174005,17.55213034
Arbitrum,3.Wednesday,7,2989,1242,1067379.74,357.102623,0.946284108
Solana,3.Wednesday,7,2194,308,237945.3601,108.4033531,3.059390787
Ethereum,3.Wednesday,7,1781,139,38264862.65,15950.33875,463.89
NEAR,3.Wednesday,7,35,17,10273.7759,250.5798999,17.07019008
Flow,3.Wednesday,8,8,8,1344.288727,84.01804544,18.484785
Polygon,3.Wednesday,8,3428,2049,1148503.832,335.0361238,1.011343193
NEAR,3.Wednesday,8,77,31,337255.6408,3513.079592,29.56175287
Avalanche,3.Wednesday,8,455,304,87480.91415,192.2657454,29.94866583
Arbitrum,3.Wednesday,8,3697,1495,1370637.805,370.7432527,0.132192323
Solana,3.Wednesday,8,2033,341,267032.1377,131.1552739,9.970524752
Algorand,3.Wednesday,8,197,52,1957.654762,9.887145261,1.089405931
Gnosis,3.Wednesday,8,37,26,1629.748652,44.04726086,4.965050077
THORChain,3.Wednesday,8,913,47,1022405.082,768.7256258,436.7388989
Optimism,3.Wednesday,8,3157,1354,1517760.217,480.760284,23.94560293
Ethereum,3.Wednesday,8,1954,135,30925205.82,12014.45448,520.6897604
BSC,3.Wednesday,8,23324,12914,10133425.95,434.4634689,46.80078082
Algorand,3.Wednesday,9,191,46,7650.766459,39.84774197,2.578402613
BSC,3.Wednesday,9,22850,12510,13238468.39,579.3640435,49.81971127
NEAR,3.Wednesday,9,47,18,18816.11098,342.1111087,33.9920093
Ethereum,3.Wednesday,9,1866,112,29355812.78,12241.79015,500.3514789
Flow,3.Wednesday,9,14,13,17797.60728,659.1706401,18.47975794
Gnosis,3.Wednesday,9,51,30,1573.217865,30.84740911,1.914745129
Polygon,3.Wednesday,9,3367,1991,956684.3198,284.1355271,1.397366177
Solana,3.Wednesday,9,2241,345,209275.6967,93.38496059,11.26017205
Optimism,3.Wednesday,9,2600,1250,1176261.19,452.4081501,23.76578724
THORChain,3.Wednesday,9,579,41,817060.2554,969.2292472,443.1299855
Avalanche,3.Wednesday,9,1189,854,130400.1438,109.6721142,1.307118023
Arbitrum,3.Wednesday,9,3072,1407,931104.3648,303.0938687,0.977752575
Polygon,3.Wednesday,10,3237,1978,1333947.156,412.0936535,2.071447339
Ethereum,3.Wednesday,10,1930,139,27476894.9,11097.29196,523.9824142
Arbitrum,3.Wednesday,10,2516,1422,761795.2525,302.7803071,6.156953282
Solana,3.Wednesday,10,2173,386,1286939.188,591.6961782,7.904990988
Flow,3.Wednesday,10,5,3,178.7205774,22.34007217,18.44344832
Algorand,3.Wednesday,10,381,57,11394.57166,28.84701686,2.165909946
